invoice_id,subscription_id,customer_id,plan_id,invoice_date,amount
INV29325,S5601,C18817,BM,2024-02-18,360.0
INV29399,S5613,C18859,PM,2024-02-18,990.0
INV29584,S5649,C18958,PM,2024-02-18,1000.0
INV29862,S5702,C19156,PM,2024-02-18,900.0
INV30191,S5763,C19338,PM,2024-02-18,870.0
INV3064,S594,C1947,BM,2024-02-18,360.0
INV30459,S5815,C19516,BM,2024-02-18,360.0
INV31191,S5961,C19994,BM,2024-02-18,364.0
INV31211,S5963,C19999,PY,2024-02-18,9000.0
INV32006,S6130,C20556,BM,2024-02-18,400.0
INV32053,S6136,C20575,BY,2024-02-18,3600.0
INV32228,S6164,C20684,BM,2024-02-18,360.0
INV32562,S6232,C20894,BM,2024-02-18,400.0
INV32888,S6286,C21073,BM,2024-02-18,360.0
INV32977,S6305,C21167,BM,2024-02-18,392.0
INV33094,S6320,C21214,BY,2024-02-18,3600.0
INV33250,S6353,C21320,PM,2024-02-18,1000.0
INV33453,S6393,C21445,BM,2024-02-18,400.0
INV33609,S6427,C21590,PM,2024-02-18,1000.0
INV33621,S6428,C21592,PM,2024-02-18,1000.0
INV33633,S6431,C21602,BM,2024-02-18,400.0
INV33738,S6451,C21681,PM,2024-02-18,1000.0
INV34069,S6517,C21892,BY,2024-02-18,3840.0
INV34410,S6582,C22093,PY,2024-02-18,8600.0
INV34521,S6602,C22164,BY,2024-02-18,3640.0
INV34589,S6622,C22216,PY,2024-02-18,9500.0
INV34849,S6670,C22360,PM,2024-02-18,900.0
INV35412,S6788,C22751,BM,2024-02-18,388.0
INV35621,S6825,C22871,PM,2024-02-18,860.0
INV35659,S6832,C22889,PM,2024-02-18,1000.0
INV36064,S6901,C23091,PM,2024-02-18,960.0
INV36084,S6904,C23099,BM,2024-02-18,372.0
INV310,S64,C231,PM,2024-02-18,1000.0
INV36497,S6991,C23381,BM,2024-02-18,400.0
INV36688,S7027,C23511,BM,2024-02-18,364.0
INV36866,S7060,C23600,BM,2024-02-18,372.0
INV36904,S7070,C23635,BM,2024-02-18,400.0
INV36980,S7085,C23681,PY,2024-02-18,9500.0
INV37086,S7105,C23749,BM,2024-02-18,400.0
INV37365,S7157,C23964,BY,2024-02-18,3680.0
INV37423,S7170,C24010,PY,2024-02-18,9800.0
INV37483,S7179,C24036,BM,2024-02-18,360.0
INV37495,S7180,C24040,PM,2024-02-18,940.0
INV37525,S7187,C24057,BY,2024-02-18,3920.0
INV37567,S7198,C24094,BM,2024-02-18,372.0
INV3721,S721,C2410,PY,2024-02-18,8600.0
INV37626,S7209,C24122,PM,2024-02-18,1000.0
INV37923,S7268,C24300,PM,2024-02-18,1000.0
INV3777,S732,C2441,BM,2024-02-18,400.0
INV38180,S7311,C24462,BM,2024-02-18,400.0
INV38201,S7314,C24469,BM,2024-02-18,388.0
INV3793,S735,C2447,BM,2024-02-18,360.0
INV38236,S7319,C24475,PM,2024-02-18,1000.0
INV38425,S7355,C24557,BY,2024-02-18,3640.0
INV38573,S7385,C24658,PM,2024-02-18,960.0
INV38619,S7395,C24692,BM,2024-02-18,384.0
INV38734,S7419,C24784,BM,2024-02-18,400.0
INV38928,S7454,C24902,PY,2024-02-18,9400.0
INV39120,S7494,C25004,PY,2024-02-18,9400.0
INV3867,S754,C2508,PM,2024-02-18,870.0
INV39484,S7564,C25196,PY,2024-02-18,9500.0
INV3914,S763,C2534,PM,2024-02-18,1000.0
INV39706,S7612,C25389,PM,2024-02-18,1000.0
INV39787,S7629,C25433,BY,2024-02-18,3760.0
INV39863,S7649,C25518,PM,2024-02-18,860.0
INV39960,S7666,C25567,PY,2024-02-18,8600.0
INV39961,S7667,C25572,BM,2024-02-18,360.0
INV40596,S7787,C25943,PM,2024-02-18,980.0
INV40781,S7824,C26089,BM,2024-02-18,400.0
INV40817,S7835,C26129,PM,2024-02-18,1000.0
INV40983,S7868,C26261,PM,2024-02-18,1000.0
INV41602,S7987,C26650,PM,2024-02-18,950.0
INV4191,S818,C2726,PM,2024-02-18,1000.0
INV42451,S8178,C27326,PY,2024-02-18,10000.0
INV42562,S8202,C27416,PM,2024-02-18,870.0
INV42617,S8210,C27431,PM,2024-02-18,870.0
INV4236,S825,C2750,PM,2024-02-18,1000.0
INV43006,S8278,C27668,PM,2024-02-18,1000.0
INV43145,S8303,C27753,BM,2024-02-18,400.0
INV4312,S841,C2789,PM,2024-02-18,1000.0
INV43495,S8375,C27982,BM,2024-02-18,400.0
INV43643,S8401,C28073,PY,2024-02-18,8800.0
INV43793,S8428,C28160,PM,2024-02-18,860.0
INV43864,S8444,C28222,BY,2024-02-18,3600.0
INV43961,S8464,C28295,BM,2024-02-18,400.0
INV44166,S8510,C28428,BY,2024-02-18,3600.0
INV44581,S8596,C28674,PM,2024-02-18,870.0
INV44719,S8625,C28771,BM,2024-02-18,400.0
INV44795,S8639,C28809,PM,2024-02-18,950.0
INV44832,S8648,C28851,BM,2024-02-18,360.0
INV44855,S8654,C28865,PY,2024-02-18,8900.0
INV4488,S874,C2893,PM,2024-02-18,950.0
INV45128,S8707,C29034,BY,2024-02-18,3600.0
INV4560,S885,C2925,PM,2024-02-18,990.0
INV45464,S8771,C29270,PY,2024-02-18,9200.0
INV45477,S8773,C29276,PM,2024-02-18,920.0
INV45919,S8857,C29577,PM,2024-02-18,1000.0
INV46098,S8902,C29715,PM,2024-02-18,970.0
INV46182,S8916,C29767,BM,2024-02-18,372.0
INV46371,S8949,C29886,PY,2024-02-18,10000.0
INV46993,S9071,C30282,BM,2024-02-18,384.0
INV47208,S9116,C30437,PY,2024-02-18,9200.0
INV48020,S9292,C31006,BY,2024-02-18,3640.0
INV48075,S9310,C31068,BY,2024-02-18,3600.0
INV48170,S9331,C31128,BM,2024-02-18,400.0
INV48190,S9333,C31143,BY,2024-02-18,3600.0
INV48338,S9356,C31226,PM,2024-02-18,1000.0
INV48477,S9381,C31305,PY,2024-02-18,8700.0
INV48538,S9394,C31345,PM,2024-02-18,1000.0
INV48560,S9399,C31367,PM,2024-02-18,1000.0
INV48612,S9414,C31400,BM,2024-02-18,372.0
INV48740,S9440,C31471,BY,2024-02-18,3680.0
INV48754,S9443,C31484,PM,2024-02-18,950.0
INV48764,S9445,C31491,BM,2024-02-18,360.0
INV48794,S9452,C31524,PM,2024-02-18,880.0
INV48997,S9486,C31645,PM,2024-02-18,880.0
INV49152,S9514,C31736,BM,2024-02-18,400.0
INV49367,S9551,C31834,BY,2024-02-18,3640.0
INV49482,S9567,C31878,PM,2024-02-18,1000.0
INV4903,S964,C3212,PY,2024-02-18,10000.0
INV49908,S9647,C32124,PY,2024-02-18,9500.0
INV4930,S972,C3237,BM,2024-02-18,400.0
INV4942,S973,C3239,PM,2024-02-18,1000.0
INV50371,S9749,C32466,PM,2024-02-18,880.0
INV50484,S9763,C32511,PM,2024-02-18,1000.0
INV50569,S9782,C32559,BM,2024-02-18,400.0
INV50714,S9806,C32647,BM,2024-02-18,376.0
INV50755,S9814,C32681,PM,2024-02-18,1000.0
INV50766,S9816,C32683,BM,2024-02-18,400.0
INV50871,S9833,C32733,BM,2024-02-18,400.0
INV51048,S9867,C32846,PY,2024-02-18,9600.0
INV51102,S9875,C32883,PY,2024-02-18,9100.0
INV51206,S9908,C32973,PM,2024-02-18,900.0
INV51337,S9930,C33031,PM,2024-02-18,900.0
INV51411,S9949,C33091,PM,2024-02-18,1000.0
INV51545,S9968,C33152,BY,2024-02-18,3680.0
INV51593,S9983,C33194,BM,2024-02-18,400.0
INV51630,S9988,C33205,PY,2024-02-18,9600.0
INV51832,S10027,C33335,PM,2024-02-18,1000.0
INV51936,S10052,C33403,PY,2024-02-18,10000.0
INV51985,S10059,C33447,BM,2024-02-18,400.0
INV52039,S10066,C33475,BM,2024-02-18,392.0
INV52285,S10122,C33671,BM,2024-02-18,360.0
INV52431,S10151,C33754,BM,2024-02-18,376.0
INV52602,S10184,C33848,BM,2024-02-18,400.0
INV52615,S10187,C33857,PY,2024-02-18,9900.0
INV52629,S10194,C33898,BM,2024-02-18,400.0
INV52667,S10203,C33941,BM,2024-02-18,368.0
INV53218,S10298,C34298,PM,2024-02-18,1000.0
INV53381,S10331,C34381,PY,2024-02-18,8800.0
INV53402,S10338,C34399,BY,2024-02-18,3920.0
INV53428,S10343,C34421,BM,2024-02-18,400.0
INV5230,S1030,C3444,PY,2024-02-18,9400.0
INV53606,S10379,C34547,PM,2024-02-18,1000.0
INV53646,S10386,C34571,PM,2024-02-18,900.0
INV53689,S10395,C34611,PM,2024-02-18,970.0
INV53870,S10432,C34769,BY,2024-02-18,3600.0
INV54386,S10539,C35126,PM,2024-02-18,940.0
INV54917,S10647,C35480,PY,2024-02-18,9900.0
INV55260,S10727,C35817,BM,2024-02-18,400.0
INV55307,S10739,C35849,BY,2024-02-18,4000.0
INV55519,S10781,C36006,BY,2024-02-18,3600.0
INV56207,S10910,C36431,BM,2024-02-18,360.0
INV56749,S11011,C36779,BY,2024-02-18,3640.0
INV56771,S11016,C36795,PY,2024-02-18,9200.0
INV56870,S11043,C36926,BM,2024-02-18,380.0
INV56901,S11046,C36940,BM,2024-02-18,360.0
INV57293,S11124,C37201,BM,2024-02-18,376.0
INV57525,S11166,C37343,PM,2024-02-18,950.0
INV57557,S11172,C37359,BM,2024-02-18,380.0
INV57782,S11207,C37503,BM,2024-02-18,400.0
INV57917,S11241,C37589,PM,2024-02-18,1000.0
INV5707,S1131,C3788,BM,2024-02-18,400.0
INV58433,S11342,C37898,PM,2024-02-18,950.0
INV58495,S11349,C37916,PM,2024-02-18,900.0
INV59236,S11500,C38421,PM,2024-02-18,1000.0
INV59369,S11531,C38504,PM,2024-02-18,910.0
INV59986,S11670,C38934,BM,2024-02-18,360.0
INV59999,S11671,C38935,BM,2024-02-18,400.0
INV60062,S11692,C39017,BY,2024-02-18,3600.0
INV60086,S11695,C39032,PM,2024-02-18,1000.0
INV60136,S11701,C39055,BY,2024-02-18,3840.0
INV60439,S11765,C39279,PY,2024-02-18,9400.0
INV60717,S11819,C39473,BY,2024-02-18,3800.0
INV60905,S11850,C39564,PM,2024-02-18,1000.0
INV5964,S1181,C3957,BY,2024-02-18,3600.0
INV61059,S11874,C39625,PM,2024-02-18,1000.0
INV61237,S11904,C39714,BM,2024-02-18,400.0
INV61381,S11944,C39859,PM,2024-02-18,1000.0
INV61426,S11955,C39902,BY,2024-02-18,3720.0
INV1,S1,C4,BY,2024-02-18,3960.0
INV6349,S1249,C4211,BY,2024-02-18,3600.0
INV6445,S1270,C4282,PM,2024-02-18,910.0
INV7107,S1385,C4676,BM,2024-02-18,400.0
INV7222,S1399,C4733,BM,2024-02-18,368.0
INV7382,S1432,C4843,PM,2024-02-18,930.0
INV7463,S1448,C4921,BM,2024-02-18,360.0
INV7488,S1451,C4934,PY,2024-02-18,8900.0
INV7572,S1474,C5016,BM,2024-02-18,400.0
INV696,S160,C520,PM,2024-02-18,1000.0
INV8286,S1614,C5402,PY,2024-02-18,9500.0
INV8509,S1661,C5547,PM,2024-02-18,870.0
INV8634,S1690,C5633,PM,2024-02-18,1000.0
INV9009,S1760,C5876,BM,2024-02-18,368.0
INV9206,S1800,C6023,PM,2024-02-18,910.0
INV9309,S1818,C6080,PM,2024-02-18,1000.0
INV9354,S1825,C6111,PM,2024-02-18,1000.0
INV9464,S1852,C6204,BM,2024-02-18,380.0
INV9620,S1883,C6317,PM,2024-02-18,1000.0
INV9694,S1901,C6377,PY,2024-02-18,8700.0
INV9973,S1951,C6562,BM,2024-02-18,392.0
INV10003,S1961,C6596,PM,2024-02-18,970.0
INV10455,S2043,C6921,PM,2024-02-18,1000.0
INV10467,S2044,C6922,PM,2024-02-18,1000.0
INV10875,S2117,C7181,BM,2024-02-18,400.0
INV1021,S216,C737,PY,2024-02-18,8800.0
INV11515,S2228,C7574,BM,2024-02-18,376.0
INV11856,S2297,C7775,PM,2024-02-18,1000.0
INV12015,S2330,C7888,PM,2024-02-18,1000.0
INV12100,S2352,C7955,PM,2024-02-18,960.0
INV12112,S2353,C7957,PY,2024-02-18,9700.0
INV12261,S2387,C8076,BY,2024-02-18,3920.0
INV1152,S237,C826,PY,2024-02-18,9400.0
INV12645,S2451,C8283,PY,2024-02-18,9000.0
INV12914,S2503,C8466,BY,2024-02-18,3920.0
INV13074,S2531,C8581,PM,2024-02-18,870.0
INV13137,S2543,C8638,BY,2024-02-18,3600.0
INV13369,S2590,C8807,BM,2024-02-18,400.0
INV13578,S2625,C8929,PY,2024-02-18,9300.0
INV13663,S2648,C9008,BM,2024-02-18,372.0
INV13782,S2680,C9112,BY,2024-02-18,3600.0
INV14383,S2790,C9457,PM,2024-02-18,970.0
INV14453,S2801,C9482,PM,2024-02-18,1000.0
INV1372,S283,C949,PM,2024-02-18,930.0
INV14576,S2822,C9545,BY,2024-02-18,3760.0
INV14988,S2897,C9797,BM,2024-02-18,360.0
INV15178,S2932,C9952,PY,2024-02-18,8900.0
INV15707,S3032,C10271,BM,2024-02-19,400.0
INV16487,S3177,C10769,PM,2024-02-19,1000.0
INV16724,S3223,C10918,PY,2024-02-19,9400.0
INV16840,S3247,C11014,PY,2024-02-19,9700.0
INV1602,S326,C1104,BM,2024-02-19,360.0
INV16940,S3260,C11050,BM,2024-02-19,400.0
INV17473,S3349,C11379,BM,2024-02-19,360.0
INV17978,S3433,C11603,PM,2024-02-19,890.0
INV18352,S3498,C11830,BY,2024-02-19,3680.0
INV18502,S3527,C11925,PM,2024-02-19,860.0
INV18509,S3531,C11944,PM,2024-02-19,980.0
INV18914,S3607,C12208,BM,2024-02-19,368.0
INV1887,S372,C1223,BM,2024-02-19,400.0
INV19330,S3691,C12498,PM,2024-02-19,1000.0
INV1934,S381,C1252,PM,2024-02-19,1000.0
INV19434,S3717,C12602,PY,2024-02-19,8900.0
INV19465,S3722,C12635,BM,2024-02-19,372.0
INV20128,S3850,C13117,BM,2024-02-19,360.0
INV20524,S3926,C13386,PM,2024-02-19,1000.0
INV2093,S411,C1340,PM,2024-02-19,920.0
INV20534,S3929,C13400,BM,2024-02-19,400.0
INV20962,S4004,C13651,PM,2024-02-19,1000.0
INV21035,S4015,C13696,BM,2024-02-19,388.0
INV21145,S4035,C13779,PM,2024-02-19,1000.0
INV2162,S424,C1378,BM,2024-02-19,400.0
INV21299,S4061,C13862,PM,2024-02-19,990.0
INV21373,S4072,C13893,PM,2024-02-19,1000.0
INV2179,S431,C1392,PM,2024-02-19,940.0
INV21516,S4098,C13993,BM,2024-02-19,400.0
INV21799,S4158,C14191,BY,2024-02-19,3600.0
INV22151,S4238,C14434,BM,2024-02-19,360.0
INV22501,S4292,C14602,BM,2024-02-19,400.0
INV22532,S4296,C14620,BM,2024-02-19,400.0
INV22760,S4331,C14721,PY,2024-02-19,8600.0
INV23141,S4397,C14921,BM,2024-02-19,400.0
INV23257,S4411,C14976,PY,2024-02-19,8900.0
INV23331,S4427,C15024,BM,2024-02-19,392.0
INV23376,S4440,C15052,PM,2024-02-19,930.0
INV23781,S4524,C15334,BM,2024-02-19,400.0
INV23889,S4549,C15423,PM,2024-02-19,1000.0
INV24039,S4579,C15524,BM,2024-02-19,400.0
INV24067,S4583,C15537,BM,2024-02-19,400.0
INV24348,S4640,C15714,BY,2024-02-19,3880.0
INV24382,S4650,C15753,PM,2024-02-19,1000.0
INV24724,S4720,C15958,BM,2024-02-19,400.0
INV25196,S4806,C16268,PY,2024-02-19,9700.0
INV25287,S4823,C16309,PY,2024-02-19,9100.0
INV25484,S4863,C16463,BM,2024-02-19,388.0
INV25629,S4896,C16555,BY,2024-02-19,4000.0
INV25771,S4918,C16629,PM,2024-02-19,910.0
INV25840,S4930,C16690,BM,2024-02-19,392.0
INV25927,S4951,C16745,PM,2024-02-19,960.0
INV25951,S4956,C16761,PM,2024-02-19,900.0
INV26031,S4977,C16830,PM,2024-02-19,1000.0
INV26093,S4995,C16903,PY,2024-02-19,9400.0
INV26838,S5140,C17380,BM,2024-02-19,400.0
INV27122,S5213,C17599,BM,2024-02-19,360.0
INV2758,S539,C1774,PY,2024-02-19,8600.0
INV27375,S5257,C17751,BY,2024-02-19,3680.0
INV27407,S5263,C17771,PM,2024-02-19,1000.0
INV27509,S5288,C17868,PM,2024-02-19,930.0
INV27847,S5342,C18040,PM,2024-02-19,1000.0
INV27923,S5354,C18092,PM,2024-02-19,1000.0
INV27943,S5357,C18099,PM,2024-02-19,930.0
INV28356,S5425,C18315,BM,2024-02-19,400.0
INV28581,S5456,C18382,PY,2024-02-19,9900.0
INV28837,S5516,C18549,BM,2024-02-19,360.0
INV28858,S5518,C18561,BM,2024-02-19,400.0
INV28882,S5525,C18593,BM,2024-02-19,360.0
INV28947,S5537,C18638,BM,2024-02-19,360.0
INV29317,S5598,C18797,PY,2024-02-19,8800.0
INV29389,S5612,C18854,BM,2024-02-19,360.0
INV29412,S5615,C18869,BM,2024-02-19,396.0
INV29681,S5667,C19019,BM,2024-02-19,400.0
INV29912,S5708,C19179,PY,2024-02-19,9800.0
INV29971,S5719,C19204,PY,2024-02-19,8800.0
INV30357,S5795,C19436,BY,2024-02-19,3600.0
INV3071,S598,C1954,PY,2024-02-19,9300.0
INV30582,S5837,C19593,BM,2024-02-19,400.0
INV30920,S5913,C19832,PM,2024-02-19,860.0
INV31076,S5940,C19915,BM,2024-02-19,392.0
INV31089,S5941,C19918,BM,2024-02-19,400.0
INV31156,S5950,C19943,BY,2024-02-19,3840.0
INV31277,S5982,C20057,BY,2024-02-19,3600.0
INV31304,S5996,C20103,PY,2024-02-19,10000.0
INV31404,S6016,C20168,BY,2024-02-19,3640.0
INV31505,S6036,C20243,BM,2024-02-19,392.0
INV31687,S6065,C20361,BY,2024-02-19,3600.0
INV31762,S6088,C20435,BM,2024-02-19,400.0
INV31815,S6098,C20456,PM,2024-02-19,950.0
INV32124,S6148,C20627,BM,2024-02-19,400.0
INV32141,S6151,C20640,BM,2024-02-19,380.0
INV32167,S6155,C20655,PY,2024-02-19,8900.0
INV32326,S6183,C20736,PY,2024-02-19,8800.0
INV32419,S6199,C20797,PY,2024-02-19,8700.0
INV3190,S629,C2081,BM,2024-02-19,400.0
INV32611,S6238,C20916,PM,2024-02-19,960.0
INV32984,S6307,C21171,PM,2024-02-19,980.0
INV33005,S6309,C21182,PY,2024-02-19,10000.0
INV33099,S6325,C21225,BY,2024-02-19,3920.0
INV33271,S6355,C21326,PM,2024-02-19,990.0
INV33462,S6394,C21451,PM,2024-02-19,900.0
INV34065,S6516,C21889,BM,2024-02-19,400.0
INV34366,S6575,C22072,PM,2024-02-19,1000.0
INV34490,S6594,C22139,BY,2024-02-19,3840.0
INV34538,S6607,C22180,BM,2024-02-19,372.0
INV34574,S6619,C22209,PM,2024-02-19,970.0
INV34655,S6637,C22254,BM,2024-02-19,400.0
INV34915,S6685,C22392,BY,2024-02-19,3880.0
INV34935,S6691,C22407,PM,2024-02-19,1000.0
INV35270,S6757,C22627,PM,2024-02-19,1000.0
INV35448,S6796,C22773,PY,2024-02-19,9000.0
INV35671,S6833,C22895,BM,2024-02-19,400.0
INV35695,S6836,C22902,PM,2024-02-19,990.0
INV35955,S6882,C23047,PM,2024-02-19,1000.0
INV36798,S7046,C23570,BM,2024-02-19,392.0
INV3666,S714,C2375,PM,2024-02-19,1000.0
INV37104,S7109,C23772,BM,2024-02-19,400.0
INV37714,S7227,C24180,BM,2024-02-19,380.0
INV37952,S7273,C24320,PM,2024-02-19,920.0
INV38053,S7288,C24368,BM,2024-02-19,372.0
INV38063,S7289,C24374,BY,2024-02-19,3680.0
INV38215,S7317,C24473,PM,2024-02-19,970.0
INV38291,S7330,C24497,BM,2024-02-19,360.0
INV38464,S7364,C24582,PM,2024-02-19,1000.0
INV38540,S7376,C24639,BY,2024-02-19,3760.0
INV38571,S7383,C24655,PY,2024-02-19,9700.0
INV38728,S7416,C24774,BM,2024-02-19,400.0
INV38756,S7428,C24814,PM,2024-02-19,880.0
INV38954,S7460,C24913,PM,2024-02-19,1000.0
INV39060,S7479,C24956,PM,2024-02-19,1000.0
INV39071,S7480,C24958,PY,2024-02-19,9300.0
INV39277,S7520,C25090,PM,2024-02-19,1000.0
INV39359,S7533,C25110,PM,2024-02-19,890.0
INV39729,S7616,C25402,PY,2024-02-19,8800.0
INV40059,S7680,C25622,BM,2024-02-19,400.0
INV40482,S7764,C25894,PM,2024-02-19,1000.0
INV40506,S7766,C25903,PM,2024-02-19,1000.0
INV40575,S7785,C25941,BM,2024-02-19,380.0
INV4018,S785,C2598,BM,2024-02-19,396.0
INV40765,S7819,C26066,BY,2024-02-19,3600.0
INV40872,S7849,C26194,BM,2024-02-19,400.0
INV41233,S7909,C26424,BM,2024-02-19,400.0
INV41556,S7976,C26621,BM,2024-02-19,380.0
INV4120,S805,C2672,PY,2024-02-19,9200.0
INV41919,S8055,C26884,BM,2024-02-19,400.0
INV4164,S814,C2712,BY,2024-02-19,3640.0
INV42516,S8189,C27370,PM,2024-02-19,940.0
INV43018,S8279,C27670,BM,2024-02-19,400.0
INV43212,S8315,C27809,PY,2024-02-19,8700.0
INV43217,S8319,C27821,PM,2024-02-19,1000.0
INV43358,S8350,C27911,BM,2024-02-19,400.0
INV43389,S8355,C27925,BM,2024-02-19,388.0
INV43506,S8379,C27993,BM,2024-02-19,400.0
INV43826,S8435,C28199,PY,2024-02-19,9000.0
INV44049,S8486,C28366,BM,2024-02-19,384.0
INV44115,S8502,C28416,BY,2024-02-19,3760.0
INV44287,S8536,C28501,PM,2024-02-19,1000.0
INV44433,S8566,C28576,BM,2024-02-19,400.0
INV405,S83,C288,BM,2024-02-19,360.0
INV44900,S8664,C28889,BM,2024-02-19,360.0
INV45270,S8731,C29133,PY,2024-02-19,9000.0
INV45337,S8745,C29182,BY,2024-02-19,3920.0
INV46372,S8950,C29888,PY,2024-02-19,8700.0
INV46527,S8978,C29982,BY,2024-02-19,3960.0
INV46727,S9018,C30114,PY,2024-02-19,8900.0
INV46764,S9027,C30138,BM,2024-02-19,376.0
INV46851,S9046,C30205,BM,2024-02-19,400.0
INV46914,S9057,C30236,PM,2024-02-19,1000.0
INV47179,S9107,C30405,BY,2024-02-19,3920.0
INV47291,S9137,C30498,BY,2024-02-19,3600.0
INV47495,S9177,C30609,BM,2024-02-19,360.0
INV47940,S9271,C30936,BM,2024-02-19,388.0
INV48521,S9389,C31335,PM,2024-02-19,950.0
INV48535,S9392,C31341,BY,2024-02-19,3600.0
INV48624,S9415,C31401,BY,2024-02-19,4000.0
INV48769,S9447,C31497,PM,2024-02-19,1000.0
INV48834,S9459,C31548,PM,2024-02-19,860.0
INV49011,S9488,C31653,PM,2024-02-19,1000.0
INV4843,S952,C3166,BM,2024-02-19,360.0
INV49561,S9583,C31924,PM,2024-02-19,1000.0
INV49696,S9604,C31990,PM,2024-02-19,990.0
INV49755,S9616,C32027,BM,2024-02-19,396.0
INV49965,S9659,C32159,PM,2024-02-19,890.0
INV50395,S9751,C32475,PM,2024-02-19,960.0
INV50638,S9790,C32593,PM,2024-02-19,980.0
INV50739,S9810,C32662,BY,2024-02-19,3800.0
INV51319,S9926,C33018,PM,2024-02-19,980.0
INV51453,S9954,C33105,BM,2024-02-19,400.0
INV51503,S9960,C33119,PM,2024-02-19,1000.0
INV51517,S9963,C33128,BY,2024-02-19,3760.0
INV51531,S9965,C33130,BM,2024-02-19,400.0
INV51582,S9976,C33172,PM,2024-02-19,1000.0
INV51858,S10033,C33351,PY,2024-02-19,8800.0
INV52198,S10102,C33621,BY,2024-02-19,3920.0
INV52279,S10118,C33660,PM,2024-02-19,910.0
INV52414,S10145,C33741,BY,2024-02-19,3680.0
INV52570,S10175,C33818,PY,2024-02-19,9800.0
INV52653,S10200,C33911,BM,2024-02-19,400.0
INV52748,S10216,C33979,BM,2024-02-19,372.0
INV52944,S10255,C34138,PM,2024-02-19,940.0
INV53280,S10306,C34309,BY,2024-02-19,3800.0
INV53382,S10332,C34382,PY,2024-02-19,9400.0
INV53550,S10365,C34513,BY,2024-02-19,3800.0
INV53649,S10388,C34588,PY,2024-02-19,9500.0
INV53963,S10459,C34853,PM,2024-02-19,950.0
INV5288,S1042,C3489,PM,2024-02-19,1000.0
INV54088,S10490,C34956,PM,2024-02-19,1000.0
INV54424,S10548,C35153,PM,2024-02-19,970.0
INV54669,S10594,C35287,BM,2024-02-19,376.0
INV54763,S10612,C35372,PY,2024-02-19,9800.0
INV54768,S10616,C35394,PM,2024-02-19,1000.0
INV54897,S10641,C35469,PM,2024-02-19,1000.0
INV55006,S10671,C35556,BY,2024-02-19,3760.0
INV5389,S1061,C3557,BM,2024-02-19,400.0
INV55484,S10775,C35993,BM,2024-02-19,384.0
INV55632,S10801,C36079,PM,2024-02-19,940.0
INV55649,S10805,C36088,BM,2024-02-19,384.0
INV55923,S10857,C36238,BY,2024-02-19,3720.0
INV55998,S10869,C36298,PM,2024-02-19,960.0
INV56049,S10876,C36334,BM,2024-02-19,380.0
INV56139,S10896,C36391,PM,2024-02-19,1000.0
INV56653,S10989,C36717,PM,2024-02-19,1000.0
INV56770,S11015,C36791,BY,2024-02-19,3600.0
INV56814,S11028,C36860,BM,2024-02-19,392.0
INV5610,S1103,C3691,PM,2024-02-19,1000.0
INV5638,S1110,C3702,PM,2024-02-19,920.0
INV57159,S11096,C37121,BM,2024-02-19,400.0
INV57492,S11160,C37324,PM,2024-02-19,890.0
INV57851,S11226,C37542,PM,2024-02-19,1000.0
INV58012,S11262,C37633,BY,2024-02-19,3880.0
INV58145,S11291,C37729,PY,2024-02-19,9200.0
INV58355,S11329,C37866,PY,2024-02-19,9600.0
INV58520,S11355,C37926,BM,2024-02-19,400.0
INV58532,S11356,C37928,PM,2024-02-19,1000.0
INV58650,S11383,C38024,BM,2024-02-19,372.0
INV58781,S11412,C38118,BY,2024-02-19,3840.0
INV58801,S11420,C38149,BM,2024-02-19,360.0
INV58861,S11429,C38179,BY,2024-02-19,3840.0
INV5777,S1142,C3823,PY,2024-02-19,9500.0
INV59304,S11514,C38454,BM,2024-02-19,360.0
INV59882,S11648,C38860,BY,2024-02-19,3960.0
INV60039,S11681,C38970,PY,2024-02-19,9700.0
INV60464,S11770,C39305,BY,2024-02-19,3600.0
INV60502,S11780,C39328,PY,2024-02-19,9300.0
INV60563,S11790,C39370,PM,2024-02-19,990.0
INV60772,S11829,C39504,PM,2024-02-19,1000.0
INV6134,S1209,C4064,BM,2024-02-19,400.0
INV6223,S1219,C4090,PY,2024-02-19,8900.0
INV6234,S1223,C4096,BM,2024-02-19,400.0
INV6269,S1229,C4125,PY,2024-02-19,9000.0
INV7013,S1369,C4625,BM,2024-02-19,396.0
INV640,S149,C483,BM,2024-02-19,400.0
INV7452,S1447,C4908,BM,2024-02-19,400.0
INV7570,S1473,C5012,PY,2024-02-19,9300.0
INV8004,S1561,C5261,BY,2024-02-19,3960.0
INV8032,S1567,C5279,BY,2024-02-19,3840.0
INV8541,S1672,C5578,PY,2024-02-19,10000.0
INV9044,S1765,C5898,BM,2024-02-19,400.0
INV9052,S1767,C5910,BY,2024-02-19,3920.0
INV9298,S1817,C6073,PM,2024-02-19,990.0
INV9474,S1853,C6206,BM,2024-02-19,384.0
INV9494,S1861,C6239,BM,2024-02-19,400.0
INV10365,S2023,C6860,BY,2024-02-19,3920.0
INV10693,S2085,C7050,BY,2024-02-19,3760.0
INV10756,S2100,C7115,PM,2024-02-19,920.0
INV10792,S2103,C7131,BM,2024-02-19,376.0
INV10857,S2113,C7174,BY,2024-02-19,3840.0
INV1012,S213,C721,PM,2024-02-19,1000.0
INV11022,S2148,C7290,BM,2024-02-19,392.0
INV96,S26,C75,BM,2024-02-19,392.0
INV1051,S222,C756,PM,2024-02-19,910.0
INV11723,S2267,C7683,PM,2024-02-19,990.0
