contract_id,quote_id,customer_id,plan_id,billing_type,contract_start_date,final_price,discount_percent,discount_end_date,contract_status,version,contract_end_date,parent_contract_id
CT3751,Q12730,C12730,PM,Monthly,2024-01-23,870.0,13,2024-02-20 00:00:00,Active,1,,
CT3752,Q12733,C12733,BY,Yearly,2024-02-12,3880.0,3,2024-03-12 00:00:00,Active,1,,
CT3753,Q12738,C12738,BM,Monthly,2024-02-03,360.0,10,2024-02-29 00:00:00,Active,1,,
CT3754,Q12741,C12741,PY,Yearly,2024-03-01,9700.0,3,2024-03-28 00:00:00,Active,1,,
CT3755,Q12745,C12745,PY,Yearly,2024-02-16,8900.0,11,2024-03-15 00:00:00,Active,1,,
CT3756,Q12749,C12749,BY,Yearly,2024-01-26,3920.0,2,2024-02-21 00:00:00,Active,1,,
CT3757,Q12752,C12752,BY,Yearly,2024-01-10,3640.0,9,,Active,1,,
CT3758,Q12756,C12756,BM,Monthly,2024-01-09,360.0,10,2024-02-06 00:00:00,Active,1,,
CT3759,Q12757,C12757,PY,Yearly,2024-02-19,9000.0,10,,Active,1,,
CT3760,Q12758,C12758,PM,Monthly,2024-01-06,910.0,9,2024-02-03 00:00:00,Active,1,,
CT3761,Q12771,C12771,PM,Monthly,2024-02-19,950.0,5,2024-03-17 00:00:00,Active,1,,
CT3762,Q12772,C12772,PY,Yearly,2024-02-14,9200.0,8,,Active,1,,
CT3763,Q12783,C12783,BM,Monthly,2024-02-08,360.0,10,2024-03-06 00:00:00,Terminated,1,2024-09-08 00:00:00,
CT3764,Q12786,C12786,BM,Monthly,2024-02-12,368.0,8,2024-03-10 00:00:00,Terminated,1,2024-09-12 00:00:00,
CT3765,Q12787,C12787,PM,Monthly,2024-02-28,940.0,6,2024-03-25 00:00:00,Active,1,,
CT3766,Q12791,C12791,PY,Yearly,2024-01-07,9400.0,6,2024-02-04 00:00:00,Active,1,,
CT3767,Q12795,C12795,PY,Yearly,2024-02-11,9600.0,4,2024-03-11 00:00:00,Active,1,,
CT3768,Q12796,C12796,PY,Yearly,2024-02-28,10000.0,0,2024-03-26 00:00:00,Active,1,,
CT3769,Q12798,C12798,PY,Yearly,2024-02-12,9900.0,1,2024-03-12 00:00:00,Active,1,,
CT3770,Q12802,C12802,PY,Yearly,2024-01-30,9400.0,6,2024-02-28 00:00:00,Active,1,,
CT3771,Q12803,C12803,BY,Yearly,2024-02-08,3600.0,10,2024-03-08 00:00:00,Active,1,,
CT3772,Q12811,C12811,BY,Yearly,2024-01-24,3840.0,4,2024-02-21 00:00:00,Active,1,,
CT3773,Q12818,C12818,BM,Monthly,2024-02-16,360.0,10,2024-03-13 00:00:00,Active,1,,
CT3774,Q12819,C12819,BM,Monthly,2024-01-05,360.0,10,2024-02-03 00:00:00,Active,1,,
CT3775,Q12820,C12820,PY,Yearly,2024-01-30,9300.0,7,2024-02-28 00:00:00,Active,1,,
CT3776,Q12822,C12822,BY,Yearly,2024-01-11,3600.0,10,2024-02-07 00:00:00,Active,1,,
CT3777,Q12824,C12824,PY,Yearly,2024-02-19,8700.0,13,2024-03-17 00:00:00,Active,1,,
CT3778,Q12832,C12832,PY,Yearly,2024-02-12,8600.0,14,2024-03-10 00:00:00,Active,1,,
CT3779,Q12833,C12833,PY,Yearly,2024-01-05,9800.0,2,2024-02-01 00:00:00,Active,1,,
CT3780,Q12839,C12839,PY,Yearly,2024-02-28,8900.0,11,2024-03-25 00:00:00,Active,1,,
CT3781,Q12846,C12846,PM,Monthly,2024-01-09,950.0,5,2024-02-05 00:00:00,Active,1,,
CT3782,Q12847,C12847,PM,Monthly,2024-02-07,929.9999999999999,7,2024-03-05 00:00:00,Terminated,1,2024-07-07 00:00:00,
CT3783,Q12853,C12853,PM,Monthly,2024-01-17,900.0,10,2024-02-14 00:00:00,Active,1,,
CT3784,Q12854,C12854,PY,Yearly,2024-01-28,9600.0,4,2024-02-25 00:00:00,Active,1,,
CT3785,Q12856,C12856,BM,Monthly,2024-01-12,400.0,0,2024-02-10 00:00:00,Terminated,1,2024-10-12 00:00:00,
CT3786,Q12860,C12860,PY,Yearly,2024-01-08,9900.0,1,2024-02-06 00:00:00,Active,1,,
CT3787,Q12863,C12863,BY,Yearly,2024-01-21,3960.0,1,2024-02-19 00:00:00,Active,1,,
CT3788,Q12864,C12864,PM,Monthly,2024-02-28,940.0,6,2024-03-26 00:00:00,Active,1,,
CT3789,Q12872,C12872,PY,Yearly,2024-01-27,9400.0,6,2024-02-24 00:00:00,Active,1,,
CT3790,Q12879,C12879,PY,Yearly,2024-01-18,8700.0,13,2024-02-13 00:00:00,Active,1,,
CT3791,Q12883,C12883,PY,Yearly,2024-01-09,9500.0,5,2024-02-04 00:00:00,Active,1,,
CT3792,Q12890,C12890,BM,Monthly,2024-01-08,360.0,10,2024-02-03 00:00:00,Active,1,,
CT3793,Q12891,C12891,PM,Monthly,2024-02-23,900.0,10,2024-03-20 00:00:00,Terminated,1,2024-10-23 00:00:00,
CT3794,Q12897,C12897,BY,Yearly,2024-01-23,3760.0,6,2024-02-19 00:00:00,Active,1,,
CT3795,Q12898,C12898,BY,Yearly,2024-01-19,3920.0,2,2024-02-16 00:00:00,Active,1,,
CT3796,Q12900,C12900,PY,Yearly,2024-01-09,8800.0,12,2024-02-05 00:00:00,Active,1,,
CT3797,Q12903,C12903,BY,Yearly,2024-03-03,4000.0,0,,Active,1,,
CT3798,Q12921,C12921,PY,Yearly,2024-01-03,9900.0,1,2024-02-01 00:00:00,Active,1,,
CT3799,Q12924,C12924,PM,Monthly,2024-02-18,940.0,6,2024-03-15 00:00:00,Active,1,,
CT3800,Q12929,C12929,PY,Yearly,2024-01-07,9600.0,4,2024-02-03 00:00:00,Active,1,,
CT3801,Q12936,C12936,PM,Monthly,2024-01-03,960.0,4,2024-02-01 00:00:00,Terminated,1,2024-07-03 00:00:00,
CT3802,Q12938,C12938,BM,Monthly,2024-02-23,364.0,9,2024-03-22 00:00:00,Active,1,,
CT3803,Q12939,C12939,PY,Yearly,2024-01-13,9700.0,3,2024-02-11 00:00:00,Active,1,,
CT3804,Q12945,C12945,PM,Monthly,2024-02-16,860.0,14,2024-03-13 00:00:00,Active,1,,
CT3805,Q12951,C12951,PM,Monthly,2024-02-24,900.0,10,2024-03-21 00:00:00,Active,1,,
CT3806,Q12957,C12957,PM,Monthly,2024-01-20,940.0,6,2024-02-16 00:00:00,Terminated,1,2024-06-20 00:00:00,
CT3807,Q12961,C12961,BY,Yearly,2024-02-25,3800.0,5,2024-03-24 00:00:00,Active,1,,
CT3808,Q12962,C12962,BY,Yearly,2024-01-04,3960.0,1,2024-02-01 00:00:00,Active,1,,
CT3809,Q12967,C12967,BY,Yearly,2024-02-05,3680.0,8,2024-03-03 00:00:00,Active,1,,
CT3810,Q12974,C12974,PY,Yearly,2024-01-03,9700.0,3,2024-01-31 00:00:00,Active,1,,
CT3811,Q12977,C12977,BY,Yearly,2024-01-11,3600.0,10,,Active,1,,
CT3812,Q12988,C12988,BM,Monthly,2024-01-30,360.0,10,2024-02-27 00:00:00,Terminated,1,2024-05-30 00:00:00,
CT3813,Q12995,C12995,BM,Monthly,2024-01-24,360.0,10,2024-02-21 00:00:00,Active,1,,
CT3814,Q12999,C12999,BM,Monthly,2024-01-04,392.0,2,2024-01-31 00:00:00,Active,1,,
CT3815,Q13000,C13000,BM,Monthly,2024-02-07,384.0,4,,Active,1,,
CT3816,Q13001,C13001,PM,Monthly,2024-01-11,1000.0,0,,Active,1,,
CT3817,Q13003,C13003,BM,Monthly,2024-02-02,364.0,9,,Active,1,,
CT3818,Q13009,C13009,PY,Yearly,2024-02-17,8700.0,13,2024-03-16 00:00:00,Active,1,,
CT3819,Q13010,C13010,BY,Yearly,2024-01-10,3840.0,4,2024-02-07 00:00:00,Active,1,,
CT3820,Q13019,C13019,PM,Monthly,2024-02-18,900.0,10,,Active,1,,
CT3821,Q13031,C13031,PY,Yearly,2024-01-05,8800.0,12,2024-02-03 00:00:00,Active,1,,
CT3822,Q13034,C13034,BY,Yearly,2024-02-15,3960.0,1,2024-03-12 00:00:00,Active,1,,
CT3823,Q13036,C13036,BY,Yearly,2024-02-12,3600.0,10,2024-03-11 00:00:00,Active,1,,
CT3824,Q13039,C13039,BY,Yearly,2024-01-09,3680.0,8,2024-02-05 00:00:00,Active,1,,
CT3825,Q13045,C13045,PM,Monthly,2024-01-06,900.0,10,2024-02-02 00:00:00,Active,1,,
CT3826,Q13047,C13047,PY,Yearly,2024-02-24,9800.0,2,,Active,1,,
CT3827,Q13048,C13048,BY,Yearly,2024-02-06,3600.0,10,2024-03-06 00:00:00,Active,1,,
CT3828,Q13051,C13051,BM,Monthly,2024-02-25,360.0,10,2024-03-24 00:00:00,Active,1,,
CT3829,Q13056,C13056,BY,Yearly,2024-02-22,3960.0,1,2024-03-21 00:00:00,Active,1,,
CT3830,Q13058,C13058,PY,Yearly,2024-01-20,8900.0,11,2024-02-15 00:00:00,Active,1,,
CT3831,Q13060,C13060,BM,Monthly,2024-02-22,380.0,5,2024-03-21 00:00:00,Active,1,,
CT3832,Q13061,C13061,PM,Monthly,2024-02-23,980.0,2,,Active,1,,
CT3833,Q13062,C13062,BM,Monthly,2024-02-20,392.0,2,2024-03-19 00:00:00,Terminated,1,2024-11-20 00:00:00,
CT3834,Q13066,C13066,PM,Monthly,2024-02-25,890.0,11,2024-03-23 00:00:00,Active,1,,
CT3835,Q13067,C13067,BM,Monthly,2024-02-06,360.0,10,2024-03-05 00:00:00,Terminated,1,2024-04-06 00:00:00,
CT3836,Q13071,C13071,BY,Yearly,2024-01-21,3800.0,5,2024-02-17 00:00:00,Active,1,,
CT3837,Q13077,C13077,BY,Yearly,2024-02-27,3640.0,9,2024-03-24 00:00:00,Active,1,,
CT3838,Q13079,C13079,BY,Yearly,2024-02-02,3719.9999999999995,7,2024-02-29 00:00:00,Active,1,,
CT3839,Q13082,C13082,PM,Monthly,2024-01-16,910.0,9,,Terminated,1,2024-05-16 00:00:00,
CT3840,Q13086,C13086,BM,Monthly,2024-02-28,388.0,3,2024-03-26 00:00:00,Active,1,,
CT3841,Q13088,C13088,PM,Monthly,2024-01-30,940.0,6,2024-02-25 00:00:00,Terminated,1,2024-10-30 00:00:00,
CT3842,Q13096,C13096,PM,Monthly,2024-01-10,920.0,8,2024-02-05 00:00:00,Active,1,,
CT3843,Q13103,C13103,BM,Monthly,2024-01-14,360.0,10,2024-02-10 00:00:00,Active,1,,
CT3844,Q13106,C13106,BM,Monthly,2024-01-21,360.0,10,2024-02-17 00:00:00,Active,1,,
CT3845,Q13107,C13107,PY,Yearly,2024-01-05,10000.0,0,2024-02-02 00:00:00,Active,1,,
CT3846,Q13108,C13108,BY,Yearly,2024-02-10,3640.0,9,2024-03-10 00:00:00,Active,1,,
CT3847,Q13112,C13112,BY,Yearly,2024-01-21,3920.0,2,2024-02-18 00:00:00,Active,1,,
CT3848,Q13113,C13113,BY,Yearly,2024-02-23,3840.0,4,2024-03-23 00:00:00,Active,1,,
CT3849,Q13116,C13116,PM,Monthly,2024-01-15,920.0,8,,Terminated,1,2024-07-15 00:00:00,
CT3850,Q13117,C13117,BM,Monthly,2024-02-19,360.0,10,2024-03-17 00:00:00,Active,1,,
CT3851,Q13122,C13122,BM,Monthly,2024-01-08,392.0,2,2024-02-04 00:00:00,Active,1,,
CT3852,Q13126,C13126,PM,Monthly,2024-02-01,890.0,11,2024-02-28 00:00:00,Active,1,,
CT3853,Q13135,C13135,BM,Monthly,2024-02-17,396.0,1,,Active,1,,
CT3854,Q13139,C13139,BM,Monthly,2024-02-09,360.0,10,2024-03-07 00:00:00,Active,1,,
CT3855,Q13144,C13144,BM,Monthly,2024-01-30,384.0,4,,Active,1,,
CT3856,Q13150,C13150,PM,Monthly,2024-02-19,870.0,13,2024-03-18 00:00:00,Terminated,1,2024-07-19 00:00:00,
CT3857,Q13151,C13151,PY,Yearly,2024-03-04,8500.0,15,,Active,1,,
CT3858,Q13152,C13152,PM,Monthly,2024-01-28,990.0,1,2024-02-24 00:00:00,Terminated,1,2024-10-28 00:00:00,
CT3859,Q13156,C13156,BM,Monthly,2024-01-06,360.0,10,2024-02-02 00:00:00,Active,1,,
CT3860,Q13158,C13158,PY,Yearly,2024-02-01,9500.0,5,,Active,1,,
CT3861,Q13160,C13160,BY,Yearly,2024-02-01,3880.0,3,2024-02-29 00:00:00,Active,1,,
CT3862,Q13164,C13164,PM,Monthly,2024-01-28,950.0,5,2024-02-23 00:00:00,Active,1,,
CT3863,Q13167,C13167,PY,Yearly,2024-02-02,8700.0,13,2024-02-29 00:00:00,Active,1,,
CT3864,Q13169,C13169,PM,Monthly,2024-01-04,900.0,10,2024-01-31 00:00:00,Active,1,,
CT3865,Q13170,C13170,PM,Monthly,2024-02-25,880.0,12,2024-03-24 00:00:00,Active,1,,
CT3866,Q13173,C13173,BY,Yearly,2024-02-13,4000.0,0,2024-03-12 00:00:00,Active,1,,
CT3867,Q13175,C13175,BM,Monthly,2024-01-18,360.0,10,2024-02-15 00:00:00,Terminated,1,2024-06-18 00:00:00,
CT3868,Q13178,C13178,BM,Monthly,2024-01-20,384.0,4,,Active,1,,
CT3869,Q13181,C13181,PY,Yearly,2024-01-05,8900.0,11,2024-02-02 00:00:00,Active,1,,
CT3870,Q13183,C13183,PY,Yearly,2024-01-12,9200.0,8,2024-02-07 00:00:00,Active,1,,
CT3871,Q13187,C13187,BY,Yearly,2024-01-28,3640.0,9,2024-02-24 00:00:00,Active,1,,
CT3872,Q13190,C13190,BY,Yearly,2024-01-27,3600.0,10,2024-02-25 00:00:00,Active,1,,
CT3873,Q13201,C13201,BM,Monthly,2024-02-27,400.0,0,2024-03-26 00:00:00,Terminated,1,2024-04-27 00:00:00,
CT3874,Q13205,C13205,PY,Yearly,2024-02-16,9200.0,8,,Active,1,,
CT3875,Q13206,C13206,PY,Yearly,2024-02-10,9700.0,3,2024-03-07 00:00:00,Active,1,,
CT3876,Q13214,C13214,PY,Yearly,2024-02-27,9800.0,2,2024-03-26 00:00:00,Active,1,,
CT3877,Q13218,C13218,PY,Yearly,2024-02-16,9200.0,8,2024-03-15 00:00:00,Active,1,,
CT3878,Q13219,C13219,BY,Yearly,2024-01-30,3760.0,6,2024-02-27 00:00:00,Active,1,,
CT3879,Q13226,C13226,BM,Monthly,2024-01-22,364.0,9,2024-02-18 00:00:00,Terminated,1,2024-09-22 00:00:00,
CT3880,Q13227,C13227,PM,Monthly,2024-02-23,929.9999999999999,7,2024-03-23 00:00:00,Active,1,,
CT3881,Q13228,C13228,BM,Monthly,2024-02-04,364.0,9,2024-03-02 00:00:00,Active,1,,
CT3882,Q13232,C13232,BM,Monthly,2024-02-27,360.0,10,2024-03-27 00:00:00,Terminated,1,2024-06-27 00:00:00,
CT3883,Q13234,C13234,BM,Monthly,2024-01-23,360.0,10,2024-02-20 00:00:00,Terminated,1,2024-05-23 00:00:00,
CT3884,Q13236,C13236,BY,Yearly,2024-02-01,3960.0,1,2024-02-29 00:00:00,Active,1,,
CT3885,Q13237,C13237,PM,Monthly,2024-02-22,890.0,11,2024-03-20 00:00:00,Active,1,,
CT3886,Q13242,C13242,PM,Monthly,2024-01-29,960.0,4,2024-02-26 00:00:00,Active,1,,
CT3887,Q13243,C13243,BM,Monthly,2024-02-08,360.0,10,2024-03-07 00:00:00,Active,1,,
CT3888,Q13246,C13246,BY,Yearly,2024-01-07,3719.9999999999995,7,2024-02-02 00:00:00,Active,1,,
CT3889,Q13247,C13247,PM,Monthly,2024-02-04,750.0,25,,Terminated,1,2024-11-04 00:00:00,
CT3890,Q13249,C13249,PY,Yearly,2024-02-29,9700.0,3,2024-03-28 00:00:00,Active,1,,
CT3891,Q13256,C13256,PY,Yearly,2024-01-28,9900.0,1,2024-02-24 00:00:00,Active,1,,
CT3892,Q13257,C13257,PM,Monthly,2024-02-04,920.0,8,2024-03-02 00:00:00,Active,1,,
CT3893,Q13260,C13260,BY,Yearly,2024-02-17,3960.0,1,2024-03-15 00:00:00,Active,1,,
CT3894,Q13270,C13270,PY,Yearly,2024-01-28,8600.0,14,2024-02-23 00:00:00,Active,1,,
CT3895,Q13271,C13271,PY,Yearly,2024-02-13,8900.0,11,2024-03-13 00:00:00,Active,1,,
CT3896,Q13274,C13274,BY,Yearly,2024-02-13,3600.0,10,,Active,1,,
CT3897,Q13277,C13277,BM,Monthly,2024-01-23,376.0,6,2024-02-20 00:00:00,Active,1,,
CT3898,Q13278,C13278,PM,Monthly,2024-01-10,970.0,3,2024-02-05 00:00:00,Terminated,1,2024-04-10 00:00:00,
CT3899,Q13280,C13280,PM,Monthly,2024-01-31,980.0,2,2024-02-28 00:00:00,Active,1,,
CT3900,Q13282,C13282,BY,Yearly,2024-01-27,3760.0,6,2024-02-22 00:00:00,Active,1,,
CT3901,Q13290,C13290,BY,Yearly,2024-02-19,3800.0,5,2024-03-16 00:00:00,Active,1,,
CT3902,Q13291,C13291,BY,Yearly,2024-02-14,3719.9999999999995,7,2024-03-13 00:00:00,Active,1,,
CT3903,Q13293,C13293,PY,Yearly,2024-01-30,8900.0,11,2024-02-27 00:00:00,Active,1,,
CT3904,Q13302,C13302,BY,Yearly,2024-02-04,3920.0,2,2024-03-04 00:00:00,Active,1,,
CT3905,Q13316,C13316,PM,Monthly,2024-01-19,910.0,9,2024-02-17 00:00:00,Active,1,,
CT3906,Q13319,C13319,BY,Yearly,2024-02-13,3600.0,10,2024-03-10 00:00:00,Active,1,,
CT3907,Q13320,C13320,BM,Monthly,2024-01-23,392.0,2,2024-02-20 00:00:00,Active,1,,
CT3908,Q13330,C13330,BM,Monthly,2024-02-19,368.0,8,,Terminated,1,2024-11-19 00:00:00,
CT3909,Q13336,C13336,PY,Yearly,2024-01-07,9700.0,3,2024-02-02 00:00:00,Active,1,,
CT3910,Q13337,C13337,PM,Monthly,2024-02-26,920.0,8,2024-03-23 00:00:00,Active,1,,
CT3911,Q13341,C13341,BM,Monthly,2024-02-26,376.0,6,2024-03-24 00:00:00,Terminated,1,2024-10-26 00:00:00,
CT3912,Q13343,C13343,PM,Monthly,2024-02-01,920.0,8,2024-02-29 00:00:00,Active,1,,
CT3913,Q13346,C13346,BY,Yearly,2024-01-30,3840.0,4,2024-02-27 00:00:00,Active,1,,
CT3914,Q13348,C13348,PY,Yearly,2024-02-12,8700.0,13,2024-03-11 00:00:00,Active,1,,
CT3915,Q13352,C13352,PY,Yearly,2024-01-27,9700.0,3,2024-02-24 00:00:00,Active,1,,
CT3916,Q13354,C13354,BM,Monthly,2024-01-30,380.0,5,2024-02-25 00:00:00,Active,1,,
CT3917,Q13355,C13355,PY,Yearly,2024-01-07,9400.0,6,2024-02-05 00:00:00,Active,1,,
CT3918,Q13359,C13359,PY,Yearly,2024-02-16,8600.0,14,2024-03-13 00:00:00,Active,1,,
CT3919,Q13362,C13362,BM,Monthly,2024-01-20,360.0,10,2024-02-17 00:00:00,Active,1,,
CT3920,Q13364,C13364,BY,Yearly,2024-01-27,3920.0,2,,Active,1,,
CT3921,Q13367,C13367,BY,Yearly,2024-02-09,3960.0,1,2024-03-08 00:00:00,Active,1,,
CT3922,Q13376,C13376,BM,Monthly,2024-02-28,372.0,7,,Active,1,,
CT3923,Q13378,C13378,BY,Yearly,2024-02-09,3760.0,6,2024-03-07 00:00:00,Active,1,,
CT3924,Q13380,C13380,PM,Monthly,2024-02-24,970.0,3,2024-03-23 00:00:00,Active,1,,
CT3925,Q13385,C13385,BY,Yearly,2024-01-03,3640.0,9,2024-02-01 00:00:00,Active,1,,
CT3926,Q13386,C13386,PM,Monthly,2024-01-18,1000.0,0,,Terminated,1,2024-04-18 00:00:00,
CT3927,Q13389,C13389,PY,Yearly,2024-02-23,9900.0,1,2024-03-21 00:00:00,Active,1,,
CT3928,Q13394,C13394,BM,Monthly,2024-01-31,376.0,6,2024-02-28 00:00:00,Terminated,1,2024-10-31 00:00:00,
CT3929,Q13400,C13400,BM,Monthly,2024-01-18,372.0,7,2024-02-13 00:00:00,Active,1,,
CT3930,Q13401,C13401,PM,Monthly,2024-01-22,950.0,5,2024-02-19 00:00:00,Active,1,,
CT3931,Q13407,C13407,BM,Monthly,2024-02-23,376.0,6,2024-03-21 00:00:00,Active,1,,
CT3932,Q13411,C13411,BM,Monthly,2024-01-29,360.0,10,2024-02-26 00:00:00,Active,1,,
CT3933,Q13414,C13414,PY,Yearly,2024-02-01,8500.0,15,2024-03-01 00:00:00,Active,1,,
CT3934,Q13415,C13415,BM,Monthly,2024-02-15,360.0,10,2024-03-15 00:00:00,Active,1,,
CT3935,Q13421,C13421,PY,Yearly,2024-01-29,10000.0,0,2024-02-27 00:00:00,Active,1,,
CT3936,Q13435,C13435,PM,Monthly,2024-01-30,940.0,6,2024-02-25 00:00:00,Terminated,1,2024-05-30 00:00:00,
CT3937,Q13437,C13437,BY,Yearly,2024-02-05,3920.0,2,2024-03-02 00:00:00,Active,1,,
CT3938,Q13449,C13449,BM,Monthly,2024-02-18,372.0,7,2024-03-15 00:00:00,Active,1,,
CT3939,Q13450,C13450,PY,Yearly,2024-01-21,9900.0,1,2024-02-16 00:00:00,Active,1,,
CT3940,Q13461,C13461,PY,Yearly,2024-02-21,9200.0,8,2024-03-18 00:00:00,Active,1,,
CT3941,Q13469,C13469,PY,Yearly,2024-02-15,9000.0,10,2024-03-14 00:00:00,Active,1,,
CT3942,Q13472,C13472,BM,Monthly,2024-01-07,360.0,10,2024-02-05 00:00:00,Active,1,,
CT3943,Q13473,C13473,BM,Monthly,2024-01-29,360.0,10,2024-02-25 00:00:00,Active,1,,
CT3944,Q13474,C13474,BM,Monthly,2024-02-08,372.0,7,2024-03-08 00:00:00,Terminated,1,2024-08-08 00:00:00,
CT3945,Q13475,C13475,PM,Monthly,2024-02-09,950.0,5,2024-03-09 00:00:00,Active,1,,
CT3946,Q13476,C13476,BM,Monthly,2024-02-28,388.0,3,2024-03-28 00:00:00,Active,1,,
CT3947,Q13481,C13481,BM,Monthly,2024-01-04,388.0,3,2024-02-02 00:00:00,Active,1,,
CT3948,Q13483,C13483,BY,Yearly,2024-01-16,3640.0,9,2024-02-14 00:00:00,Active,1,,
CT3949,Q13486,C13486,BY,Yearly,2024-01-14,4000.0,0,2024-02-10 00:00:00,Active,1,,
CT3950,Q13487,C13487,BM,Monthly,2024-01-31,384.0,4,2024-02-29 00:00:00,Active,1,,
CT3951,Q13489,C13489,BM,Monthly,2024-02-18,360.0,10,2024-03-18 00:00:00,Terminated,1,2024-04-18 00:00:00,
CT3952,Q13490,C13490,PM,Monthly,2024-02-08,970.0,3,2024-03-08 00:00:00,Active,1,,
CT3953,Q13491,C13491,BM,Monthly,2024-02-15,396.0,1,2024-03-13 00:00:00,Terminated,1,2024-07-15 00:00:00,
CT3954,Q13492,C13492,PM,Monthly,2024-02-12,920.0,8,2024-03-10 00:00:00,Active,1,,
CT3955,Q13493,C13493,BM,Monthly,2024-01-31,360.0,10,2024-02-28 00:00:00,Active,1,,
CT3956,Q13497,C13497,BY,Yearly,2024-02-27,3880.0,3,2024-03-25 00:00:00,Active,1,,
CT3957,Q13500,C13500,BM,Monthly,2024-01-17,388.0,3,2024-02-13 00:00:00,Active,1,,
CT3958,Q13504,C13504,PY,Yearly,2024-01-22,8900.0,11,2024-02-20 00:00:00,Active,1,,
CT3959,Q13506,C13506,BY,Yearly,2024-01-15,3680.0,8,,Active,1,,
CT3960,Q13508,C13508,PY,Yearly,2024-02-28,10000.0,0,2024-03-28 00:00:00,Active,1,,
CT3961,Q13516,C13516,PM,Monthly,2024-01-25,880.0,12,,Terminated,1,2024-09-25 00:00:00,
CT3962,Q13517,C13517,BY,Yearly,2024-02-08,3920.0,2,,Active,1,,
CT3963,Q13523,C13523,BY,Yearly,2024-02-19,3960.0,1,2024-03-18 00:00:00,Active,1,,
CT3964,Q13527,C13527,BY,Yearly,2024-02-24,3800.0,5,,Active,1,,
CT3965,Q13528,C13528,PM,Monthly,2024-02-19,980.0,2,2024-03-18 00:00:00,Terminated,1,2024-06-19 00:00:00,
CT3966,Q13533,C13533,PM,Monthly,2024-01-12,890.0,11,2024-02-08 00:00:00,Active,1,,
CT3967,Q13536,C13536,BM,Monthly,2024-02-13,388.0,3,2024-03-13 00:00:00,Active,1,,
CT3968,Q13542,C13542,BM,Monthly,2024-02-22,384.0,4,2024-03-22 00:00:00,Active,1,,
CT3969,Q13543,C13543,PY,Yearly,2024-02-10,9600.0,4,2024-03-09 00:00:00,Active,1,,
CT3970,Q13545,C13545,PM,Monthly,2024-01-18,910.0,9,2024-02-13 00:00:00,Terminated,1,2024-04-18 00:00:00,
CT3971,Q13546,C13546,PY,Yearly,2024-02-11,9600.0,4,2024-03-09 00:00:00,Active,1,,
CT3972,Q13547,C13547,PM,Monthly,2024-02-05,980.0,2,,Active,1,,
CT3973,Q13553,C13553,PM,Monthly,2024-01-05,1000.0,0,2024-02-01 00:00:00,Active,1,,
CT3974,Q13563,C13563,BY,Yearly,2024-01-18,3600.0,10,2024-02-15 00:00:00,Active,1,,
CT3975,Q13574,C13574,PM,Monthly,2024-02-26,980.0,2,2024-03-25 00:00:00,Terminated,1,2024-04-26 00:00:00,
CT3976,Q13576,C13576,PM,Monthly,2024-01-23,960.0,4,2024-02-21 00:00:00,Active,1,,
CT3977,Q13577,C13577,PY,Yearly,2024-01-24,8900.0,11,2024-02-21 00:00:00,Active,1,,
CT3978,Q13579,C13579,PM,Monthly,2024-02-29,970.0,3,2024-03-27 00:00:00,Active,1,,
CT3979,Q13580,C13580,BY,Yearly,2024-02-04,3880.0,3,2024-03-03 00:00:00,Active,1,,
CT3980,Q13581,C13581,BM,Monthly,2024-02-18,360.0,10,2024-03-15 00:00:00,Active,1,,
CT3981,Q13584,C13584,PY,Yearly,2024-02-04,9800.0,2,2024-03-02 00:00:00,Active,1,,
CT3982,Q13586,C13586,BM,Monthly,2024-01-12,388.0,3,2024-02-09 00:00:00,Terminated,1,2024-10-12 00:00:00,
CT3983,Q13589,C13589,PY,Yearly,2024-02-02,9300.0,7,2024-02-28 00:00:00,Active,1,,
CT3984,Q13594,C13594,BY,Yearly,2024-01-13,3880.0,3,2024-02-10 00:00:00,Active,1,,
CT3985,Q13595,C13595,PY,Yearly,2024-02-26,9500.0,5,2024-03-25 00:00:00,Active,1,,
CT3986,Q13599,C13599,BM,Monthly,2024-03-01,376.0,6,2024-03-28 00:00:00,Active,1,,
CT3987,Q13600,C13600,PM,Monthly,2024-02-09,890.0,11,2024-03-09 00:00:00,Terminated,1,2024-04-09 00:00:00,
CT3988,Q13602,C13602,PM,Monthly,2024-02-26,880.0,12,2024-03-25 00:00:00,Active,1,,
CT3989,Q13606,C13606,PY,Yearly,2024-02-04,9300.0,7,2024-03-03 00:00:00,Active,1,,
CT3990,Q13607,C13607,BY,Yearly,2024-01-29,3600.0,10,2024-02-25 00:00:00,Active,1,,
CT3991,Q13608,C13608,BM,Monthly,2024-01-20,388.0,3,2024-02-15 00:00:00,Active,1,,
CT3992,Q13610,C13610,PY,Yearly,2024-01-25,9200.0,8,,Active,1,,
CT3993,Q13613,C13613,BY,Yearly,2024-02-14,3800.0,5,,Active,1,,
CT3994,Q13615,C13615,PM,Monthly,2024-01-26,920.0,8,2024-02-24 00:00:00,Terminated,1,2024-03-26 00:00:00,
CT3995,Q13624,C13624,BY,Yearly,2024-01-25,3800.0,5,2024-02-22 00:00:00,Active,1,,
CT3996,Q13632,C13632,BM,Monthly,2024-02-03,368.0,8,2024-02-29 00:00:00,Terminated,1,2024-10-03 00:00:00,
CT3997,Q13635,C13635,PM,Monthly,2024-01-07,940.0,6,2024-02-02 00:00:00,Active,1,,
