subscription_id,contract_id,customer_id,plan_id,billing_type,subscription_start_date,subscription_status
S2978,CT2978,C10101,PM,Monthly,2024-01-30,Active
S2979,CT2979,C10104,PY,Yearly,2024-01-30,Active
S2980,CT2980,C10106,PY,Yearly,2024-02-22,Active
S2981,CT2981,C10107,BM,Monthly,2024-02-04,Active
S2982,CT2982,C10110,BM,Monthly,2024-01-27,Active
S2983,CT2983,C10113,PM,Monthly,2024-01-26,Active
S2984,CT2984,C10118,PY,Yearly,2024-02-24,Active
S2985,CT2985,C10119,PM,Monthly,2024-02-03,Active
S2986,CT2986,C10122,PY,Yearly,2024-02-12,Active
S2987,CT2987,C10125,BY,Yearly,2024-02-04,Active
S2988,CT2988,C10134,PM,Monthly,2024-02-10,Active
S2989,CT2989,C10136,PM,Monthly,2024-01-20,Active
S2990,CT2990,C10138,PM,Monthly,2024-02-29,Active
S2991,CT2991,C10148,PY,Yearly,2024-01-29,Active
S2992,CT2992,C10164,PY,Yearly,2024-02-28,Active
S2993,CT2993,C10167,PY,Yearly,2024-01-15,Active
S2994,CT2994,C10168,PM,Monthly,2024-01-09,Active
S2995,CT2995,C10173,PY,Yearly,2024-03-01,Active
S2996,CT2996,C10174,PM,Monthly,2024-02-08,Active
S2997,CT2997,C10175,PY,Yearly,2024-01-20,Active
S2998,CT2998,C10181,PM,Monthly,2024-02-06,Active
S2999,CT2999,C10190,BY,Yearly,2024-01-09,Active
S3000,CT3000,C10196,BY,Yearly,2024-01-26,Active
S3001,CT3001,C10197,BM,Monthly,2024-03-03,Active
S3002,CT3002,C10199,PM,Monthly,2024-01-15,Active
S3003,CT3003,C10200,PY,Yearly,2024-01-17,Active
S3004,CT3004,C10201,BY,Yearly,2024-02-15,Active
S3005,CT3005,C10204,BM,Monthly,2024-02-24,Active
S3006,CT3006,C10205,PM,Monthly,2024-03-04,Active
S3007,CT3007,C10207,PM,Monthly,2024-02-25,Active
S3008,CT3008,C10208,PM,Monthly,2024-01-26,Active
S3009,CT3009,C10209,PY,Yearly,2024-02-05,Active
S3010,CT3010,C10210,PY,Yearly,2024-02-22,Active
S3011,CT3011,C10214,BM,Monthly,2024-02-23,Active
S3012,CT3012,C10219,BY,Yearly,2024-01-17,Active
S3013,CT3013,C10221,PM,Monthly,2024-01-03,Active
S3014,CT3014,C10226,BM,Monthly,2024-02-12,Active
S3015,CT3015,C10227,PY,Yearly,2024-01-21,Active
S3016,CT3016,C10229,PY,Yearly,2024-02-20,Active
S3017,CT3017,C10230,PM,Monthly,2024-01-21,Active
S3018,CT3018,C10232,PM,Monthly,2024-02-24,Active
S3019,CT3019,C10236,PM,Monthly,2024-01-05,Active
S3020,CT3020,C10239,PM,Monthly,2024-02-03,Active
S3021,CT3021,C10240,PY,Yearly,2024-01-17,Active
S3022,CT3022,C10251,BM,Monthly,2024-02-14,Active
S3023,CT3023,C10253,PM,Monthly,2024-01-04,Active
S3024,CT3024,C10254,PM,Monthly,2024-02-08,Active
S3025,CT3025,C10255,BM,Monthly,2024-02-28,Active
S3026,CT3026,C10259,PM,Monthly,2024-01-26,Active
S3027,CT3027,C10260,PY,Yearly,2024-02-13,Active
S3028,CT3028,C10262,PM,Monthly,2024-01-15,Active
S3029,CT3029,C10265,PY,Yearly,2024-03-03,Active
S3030,CT3030,C10267,BY,Yearly,2024-02-20,Active
S3031,CT3031,C10268,PY,Yearly,2024-01-26,Active
S3032,CT3032,C10271,BM,Monthly,2024-01-18,Active
S3033,CT3033,C10283,PY,Yearly,2024-02-22,Active
S3034,CT3034,C10289,PY,Yearly,2024-02-29,Active
S3035,CT3035,C10291,BM,Monthly,2024-01-31,Active
S3036,CT3036,C10293,BM,Monthly,2024-02-11,Active
S3037,CT3037,C10297,BM,Monthly,2024-01-17,Active
S3038,CT3038,C10308,PY,Yearly,2024-01-21,Active
S3039,CT3039,C10309,PY,Yearly,2024-01-30,Active
S3040,CT3040,C10319,BY,Yearly,2024-01-31,Active
S3041,CT3041,C10328,BM,Monthly,2024-03-01,Active
S3042,CT3042,C10329,BM,Monthly,2024-02-14,Active
S3043,CT3043,C10330,BM,Monthly,2024-02-29,Active
S3044,CT3044,C10334,BM,Monthly,2024-02-23,Active
S3045,CT3045,C10336,BY,Yearly,2024-01-13,Active
S3046,CT3046,C10337,PY,Yearly,2024-01-07,Active
S3047,CT3047,C10340,BY,Yearly,2024-01-05,Active
S3048,CT3048,C10342,PY,Yearly,2024-02-12,Active
S3049,CT3049,C10344,BY,Yearly,2024-01-16,Active
S3050,CT3050,C10345,BM,Monthly,2024-02-22,Active
S3051,CT3051,C10347,BM,Monthly,2024-02-10,Active
S3052,CT3052,C10348,PY,Yearly,2024-01-21,Active
S3053,CT3053,C10349,PY,Yearly,2024-01-21,Active
S3054,CT3054,C10350,PM,Monthly,2024-02-06,Active
S3055,CT3055,C10352,PY,Yearly,2024-03-02,Active
S3056,CT3056,C10357,PY,Yearly,2024-02-02,Active
S3057,CT3057,C10364,BY,Yearly,2024-02-19,Active
S3058,CT3058,C10365,BM,Monthly,2024-02-20,Active
S3059,CT3059,C10366,PM,Monthly,2024-01-06,Active
S3060,CT3060,C10367,PM,Monthly,2024-01-09,Active
S3061,CT3061,C10368,PM,Monthly,2024-02-01,Active
S3062,CT3062,C10370,BY,Yearly,2024-01-31,Active
S3063,CT3063,C10375,PM,Monthly,2024-01-13,Active
S3064,CT3064,C10378,PM,Monthly,2024-02-13,Active
S3065,CT3065,C10381,BM,Monthly,2024-01-23,Active
S3066,CT3066,C10383,PY,Yearly,2024-02-09,Active
S3067,CT3067,C10386,BM,Monthly,2024-01-21,Active
S3068,CT3068,C10387,PY,Yearly,2024-02-06,Active
S3069,CT3069,C10395,BM,Monthly,2024-02-24,Active
S3070,CT3070,C10402,PM,Monthly,2024-01-17,Active
S3071,CT3071,C10404,BY,Yearly,2024-01-28,Active
S3072,CT3072,C10406,PY,Yearly,2024-01-29,Active
S3073,CT3073,C10407,PY,Yearly,2024-01-19,Active
S3074,CT3074,C10422,PM,Monthly,2024-01-08,Active
S3075,CT3075,C10428,PM,Monthly,2024-02-10,Active
S3076,CT3076,C10435,BY,Yearly,2024-01-09,Active
S3077,CT3077,C10442,PM,Monthly,2024-03-01,Active
S3078,CT3078,C10443,PM,Monthly,2024-02-19,Active
S3079,CT3079,C10445,BY,Yearly,2024-01-08,Active
S3080,CT3080,C10450,BY,Yearly,2024-02-24,Active
S3081,CT3081,C10455,PM,Monthly,2024-01-26,Active
S3082,CT3082,C10459,BM,Monthly,2024-01-30,Active
S3083,CT3083,C10460,PM,Monthly,2024-01-02,Active
S3084,CT3084,C10461,PM,Monthly,2024-02-04,Active
S3085,CT3085,C10464,PY,Yearly,2024-02-09,Active
S3086,CT3086,C10468,PY,Yearly,2024-02-18,Active
S3087,CT3087,C10469,BY,Yearly,2024-01-19,Active
S3088,CT3088,C10471,PM,Monthly,2024-01-20,Active
S3089,CT3089,C10472,BM,Monthly,2024-02-20,Active
S3090,CT3090,C10475,BY,Yearly,2024-02-14,Active
S3091,CT3091,C10480,BY,Yearly,2024-01-16,Active
S3092,CT3092,C10487,PY,Yearly,2024-01-22,Active
S3093,CT3093,C10490,PM,Monthly,2024-02-20,Active
S3094,CT3094,C10496,BY,Yearly,2024-02-14,Active
S3095,CT3095,C10498,PY,Yearly,2024-02-24,Active
S3096,CT3096,C10502,PM,Monthly,2024-01-25,Active
S3097,CT3097,C10503,PY,Yearly,2024-01-09,Active
S3098,CT3098,C10505,PM,Monthly,2024-01-05,Active
S3099,CT3099,C10507,PM,Monthly,2024-02-09,Active
S3100,CT3100,C10508,PM,Monthly,2024-01-08,Active
S3101,CT3101,C10513,BM,Monthly,2024-02-14,Active
S3102,CT3102,C10514,PY,Yearly,2024-01-15,Active
S3103,CT3103,C10515,BY,Yearly,2024-02-15,Active
S3104,CT3104,C10519,BY,Yearly,2024-02-25,Active
S3105,CT3105,C10520,PY,Yearly,2024-02-01,Active
S3106,CT3106,C10524,PM,Monthly,2024-01-28,Active
S3107,CT3107,C10526,PY,Yearly,2024-02-24,Active
S3108,CT3108,C10531,BM,Monthly,2024-01-31,Active
S3109,CT3109,C10532,BM,Monthly,2024-01-12,Active
S3110,CT3110,C10536,BM,Monthly,2024-03-02,Active
S3111,CT3111,C10537,BM,Monthly,2024-01-25,Active
S3112,CT3112,C10538,BY,Yearly,2024-01-27,Active
S3113,CT3113,C10539,PM,Monthly,2024-01-10,Active
S3114,CT3114,C10542,PM,Monthly,2024-02-08,Active
S3115,CT3115,C10549,BM,Monthly,2024-01-14,Active
S3116,CT3116,C10550,PY,Yearly,2024-02-20,Active
S3117,CT3117,C10561,PM,Monthly,2024-02-01,Active
S3118,CT3118,C10571,PM,Monthly,2024-02-27,Active
S3119,CT3119,C10572,BY,Yearly,2024-01-08,Active
S3120,CT3120,C10573,PY,Yearly,2024-01-30,Active
S3121,CT3121,C10576,BM,Monthly,2024-02-04,Active
S3122,CT3122,C10580,BM,Monthly,2024-01-15,Active
S3123,CT3123,C10582,PM,Monthly,2024-01-22,Active
S3124,CT3124,C10589,BM,Monthly,2024-01-03,Active
S3125,CT3125,C10593,BY,Yearly,2024-02-08,Active
S3126,CT3126,C10599,BY,Yearly,2024-01-16,Active
S3127,CT3127,C10602,PM,Monthly,2024-02-01,Active
S3128,CT3128,C10606,PY,Yearly,2024-02-02,Active
S3129,CT3129,C10607,BM,Monthly,2024-03-02,Active
S3130,CT3130,C10612,PY,Yearly,2024-02-21,Active
S3131,CT3131,C10613,PM,Monthly,2024-02-16,Active
S3132,CT3132,C10618,BM,Monthly,2024-01-28,Active
S3133,CT3133,C10623,BM,Monthly,2024-02-02,Active
S3134,CT3134,C10626,PY,Yearly,2024-02-23,Active
S3135,CT3135,C10627,PY,Yearly,2024-02-19,Active
S3136,CT3136,C10629,BY,Yearly,2024-02-27,Active
S3137,CT3137,C10633,PM,Monthly,2024-01-24,Active
S3138,CT3138,C10638,BM,Monthly,2024-02-24,Active
S3139,CT3139,C10645,PY,Yearly,2024-01-17,Active
S3140,CT3140,C10647,BM,Monthly,2024-02-27,Active
S3141,CT3141,C10649,BY,Yearly,2024-01-25,Active
S3142,CT3142,C10654,PY,Yearly,2024-02-09,Active
S3143,CT3143,C10655,BY,Yearly,2024-02-03,Active
S3144,CT3144,C10657,BY,Yearly,2024-02-13,Active
S3145,CT3145,C10659,PM,Monthly,2024-01-14,Active
S3146,CT3146,C10663,PY,Yearly,2024-01-22,Active
S3147,CT3147,C10665,BM,Monthly,2024-02-02,Active
S3148,CT3148,C10669,BY,Yearly,2024-01-05,Active
S3149,CT3149,C10671,BY,Yearly,2024-03-02,Active
S3150,CT3150,C10674,BM,Monthly,2024-03-01,Active
S3151,CT3151,C10681,PM,Monthly,2024-02-27,Active
S3152,CT3152,C10682,BY,Yearly,2024-01-08,Active
S3153,CT3153,C10683,BY,Yearly,2024-01-20,Active
S3154,CT3154,C10687,BY,Yearly,2024-02-08,Active
S3155,CT3155,C10689,PM,Monthly,2024-02-21,Active
S3156,CT3156,C10690,BY,Yearly,2024-01-02,Active
S3157,CT3157,C10692,BM,Monthly,2024-01-15,Active
S3158,CT3158,C10693,BM,Monthly,2024-02-15,Active
S3159,CT3159,C10698,PM,Monthly,2024-01-09,Active
S3160,CT3160,C10702,BM,Monthly,2024-01-26,Active
S3161,CT3161,C10705,BM,Monthly,2024-02-26,Active
S3162,CT3162,C10711,PY,Yearly,2024-01-26,Active
S3163,CT3163,C10716,BM,Monthly,2024-02-10,Active
S3164,CT3164,C10729,PM,Monthly,2024-01-16,Active
S3165,CT3165,C10730,PM,Monthly,2024-01-18,Active
S3166,CT3166,C10732,BY,Yearly,2024-01-23,Active
S3167,CT3167,C10739,BY,Yearly,2024-02-14,Active
S3168,CT3168,C10741,BM,Monthly,2024-02-04,Active
S3169,CT3169,C10742,BM,Monthly,2024-01-23,Active
S3170,CT3170,C10744,PY,Yearly,2024-02-10,Active
S3171,CT3171,C10745,PY,Yearly,2024-01-16,Active
S3172,CT3172,C10752,BY,Yearly,2024-02-25,Active
S3173,CT3173,C10757,PY,Yearly,2024-02-13,Active
S3174,CT3174,C10760,BM,Monthly,2024-01-06,Active
S3175,CT3175,C10761,BM,Monthly,2024-02-01,Active
S3176,CT3176,C10763,BM,Monthly,2024-01-19,Active
S3177,CT3177,C10769,PM,Monthly,2024-01-16,Active
S3178,CT3178,C10771,PY,Yearly,2024-01-20,Active
S3179,CT3179,C10773,PM,Monthly,2024-01-28,Active
S3180,CT3180,C10775,PM,Monthly,2024-01-21,Active
S3181,CT3181,C10777,BY,Yearly,2024-01-21,Active
S3182,CT3182,C10783,BM,Monthly,2024-02-07,Active
S3183,CT3183,C10785,PY,Yearly,2024-01-30,Active
S3184,CT3184,C10790,PM,Monthly,2024-02-10,Active
S3185,CT3185,C10791,BY,Yearly,2024-02-13,Active
S3186,CT3186,C10798,BM,Monthly,2024-02-28,Active
S3187,CT3187,C10801,PM,Monthly,2024-01-30,Active
S3188,CT3188,C10803,BY,Yearly,2024-02-23,Active
S3189,CT3189,C10808,PM,Monthly,2024-02-27,Active
S3190,CT3190,C10810,PM,Monthly,2024-02-15,Active
S3191,CT3191,C10816,PY,Yearly,2024-02-17,Active
S3192,CT3192,C10821,PM,Monthly,2024-01-08,Active
S3193,CT3193,C10823,BY,Yearly,2024-01-07,Active
S3194,CT3194,C10824,PY,Yearly,2024-01-28,Active
S3195,CT3195,C10828,BY,Yearly,2024-02-28,Active
S3196,CT3196,C10830,BY,Yearly,2024-02-26,Active
S3197,CT3197,C10833,BM,Monthly,2024-02-08,Active
S3198,CT3198,C10836,BY,Yearly,2024-01-23,Active
S3199,CT3199,C10837,PY,Yearly,2024-02-25,Active
S3200,CT3200,C10839,BM,Monthly,2024-01-12,Active
S3201,CT3201,C10841,PM,Monthly,2024-02-29,Active
S3202,CT3202,C10846,BY,Yearly,2024-02-12,Active
S3203,CT3203,C10849,PM,Monthly,2024-01-22,Active
S3204,CT3204,C10853,PM,Monthly,2024-01-07,Active
S3205,CT3205,C10855,PY,Yearly,2024-02-28,Active
S3206,CT3206,C10856,BY,Yearly,2024-02-08,Active
S3207,CT3207,C10861,PY,Yearly,2024-02-09,Active
S3208,CT3208,C10863,BY,Yearly,2024-02-04,Active
S3209,CT3209,C10866,PM,Monthly,2024-02-05,Active
S3210,CT3210,C10869,PM,Monthly,2024-01-31,Active
S3211,CT3211,C10870,BM,Monthly,2024-02-17,Active
S3212,CT3212,C10874,PM,Monthly,2024-01-31,Active
S3213,CT3213,C10880,BM,Monthly,2024-01-05,Active
S3214,CT3214,C10887,PM,Monthly,2024-02-24,Active
S3215,CT3215,C10889,BY,Yearly,2024-01-12,Active
S3216,CT3216,C10904,PY,Yearly,2024-01-12,Active
S3217,CT3217,C10906,BY,Yearly,2024-02-08,Active
S3218,CT3218,C10909,PM,Monthly,2024-01-29,Active
S3219,CT3219,C10911,BY,Yearly,2024-02-06,Active
S3220,CT3220,C10913,BY,Yearly,2024-02-20,Active
S3221,CT3221,C10915,PY,Yearly,2024-01-22,Active
S3222,CT3222,C10917,PY,Yearly,2024-02-11,Active
S3223,CT3223,C10918,PY,Yearly,2024-02-19,Active
S3224,CT3224,C10921,BY,Yearly,2024-02-14,Active
S3225,CT3225,C10927,PM,Monthly,2024-01-26,Active
S3226,CT3226,C10928,BY,Yearly,2024-01-07,Active
S3227,CT3227,C10932,BM,Monthly,2024-02-27,Active
S3228,CT3228,C10935,PY,Yearly,2024-01-25,Active
S3229,CT3229,C10940,PM,Monthly,2024-01-14,Active
S3230,CT3230,C10941,BM,Monthly,2024-02-10,Active
S3231,CT3231,C10950,BM,Monthly,2024-02-02,Active
S3232,CT3232,C10953,PY,Yearly,2024-02-21,Active
S3233,CT3233,C10954,PY,Yearly,2024-01-28,Active
S3234,CT3234,C10955,BY,Yearly,2024-01-30,Active
S3235,CT3235,C10957,PM,Monthly,2024-01-28,Active
S3236,CT3236,C10970,BY,Yearly,2024-01-10,Active
S3237,CT3237,C10972,BM,Monthly,2024-01-23,Active
S3238,CT3238,C10977,PY,Yearly,2024-02-28,Active
S3239,CT3239,C10978,BM,Monthly,2024-01-12,Active
S3240,CT3240,C10979,PY,Yearly,2024-02-04,Active
S3241,CT3241,C10999,PM,Monthly,2024-02-14,Active
S3242,CT3242,C11000,PY,Yearly,2024-02-26,Active
S3243,CT3243,C11001,PM,Monthly,2024-02-27,Active
S3244,CT3244,C11003,PY,Yearly,2024-02-27,Active
S3245,CT3245,C11004,BY,Yearly,2024-02-06,Active
S3246,CT3246,C11011,BM,Monthly,2024-02-23,Active
S3247,CT3247,C11014,PY,Yearly,2024-02-16,Active
S3248,CT3248,C11016,PM,Monthly,2024-03-01,Active
S3249,CT3249,C11021,BY,Yearly,2024-01-18,Active
S3250,CT3250,C11024,BM,Monthly,2024-01-15,Active
S3251,CT3251,C11027,BM,Monthly,2024-02-07,Active
S3252,CT3252,C11030,PM,Monthly,2024-01-18,Active
S3253,CT3253,C11031,PM,Monthly,2024-02-16,Active
S3254,CT3254,C11034,PY,Yearly,2024-02-02,Active
S3255,CT3255,C11039,PY,Yearly,2024-02-26,Active
S3256,CT3256,C11041,BM,Monthly,2024-01-08,Active
S3257,CT3257,C11044,BM,Monthly,2024-02-01,Active
S3258,CT3258,C11047,PM,Monthly,2024-01-26,Active
S3259,CT3259,C11048,PM,Monthly,2024-02-08,Active
S3260,CT3260,C11050,BM,Monthly,2024-01-16,Active
S3261,CT3261,C11055,BM,Monthly,2024-02-06,Active
S3262,CT3262,C11059,BY,Yearly,2024-01-06,Active
S3263,CT3263,C11071,PM,Monthly,2024-01-27,Active
S3264,CT3264,C11075,PY,Yearly,2024-02-12,Active
S3265,CT3265,C11083,BY,Yearly,2024-01-02,Active
S3266,CT3266,C11085,BM,Monthly,2024-01-30,Active
S3267,CT3267,C11089,PY,Yearly,2024-02-10,Active
S3268,CT3268,C11091,BY,Yearly,2024-01-25,Active
S3269,CT3269,C11096,PM,Monthly,2024-01-16,Active
S3270,CT3270,C11101,BM,Monthly,2024-02-22,Active
S3271,CT3271,C11102,BY,Yearly,2024-01-08,Active
S3272,CT3272,C11105,BY,Yearly,2024-01-11,Active
S3273,CT3273,C11108,BM,Monthly,2024-01-29,Active
S3274,CT3274,C11113,BY,Yearly,2024-01-22,Active
S3275,CT3275,C11115,BM,Monthly,2024-02-02,Active
S3276,CT3276,C11119,BM,Monthly,2024-02-05,Active
S3277,CT3277,C11121,BY,Yearly,2024-01-28,Active
S3278,CT3278,C11123,PY,Yearly,2024-02-20,Active
S3279,CT3279,C11126,PY,Yearly,2024-01-21,Active
S3280,CT3280,C11136,BM,Monthly,2024-01-20,Active
S3281,CT3281,C11137,BM,Monthly,2024-01-28,Active
S3282,CT3282,C11138,BY,Yearly,2024-01-12,Active
S3283,CT3283,C11139,BY,Yearly,2024-02-26,Active
S3284,CT3284,C11140,PM,Monthly,2024-01-26,Active
S3285,CT3285,C11143,BY,Yearly,2024-02-02,Active
S3286,CT3286,C11155,BY,Yearly,2024-03-01,Active
S3287,CT3287,C11159,PM,Monthly,2024-02-24,Active
S3288,CT3288,C11160,PY,Yearly,2024-01-29,Active
S3289,CT3289,C11163,BY,Yearly,2024-01-20,Active
S3290,CT3290,C11164,PM,Monthly,2024-03-03,Active
S3291,CT3291,C11166,PM,Monthly,2024-01-17,Active
S3292,CT3292,C11168,BM,Monthly,2024-01-16,Active
S3293,CT3293,C11169,PY,Yearly,2024-01-16,Active
S3294,CT3294,C11170,PM,Monthly,2024-02-03,Active
S3295,CT3295,C11173,PM,Monthly,2024-01-30,Active
S3296,CT3296,C11180,PM,Monthly,2024-02-09,Active
S3297,CT3297,C11184,BM,Monthly,2024-02-27,Active
S3298,CT3298,C11189,BM,Monthly,2024-02-22,Active
S3299,CT3299,C11196,BM,Monthly,2024-01-18,Active
S3300,CT3300,C11202,PM,Monthly,2024-02-10,Active
S3301,CT3301,C11206,BY,Yearly,2024-02-17,Active
S3302,CT3302,C11207,BY,Yearly,2024-02-29,Active
S3303,CT3303,C11211,BM,Monthly,2024-02-04,Active
S3304,CT3304,C11222,PM,Monthly,2024-02-22,Active
S3305,CT3305,C11223,PM,Monthly,2024-01-17,Active
S3306,CT3306,C11226,PM,Monthly,2024-02-04,Active
S3307,CT3307,C11227,PM,Monthly,2024-02-04,Active
S3308,CT3308,C11229,BY,Yearly,2024-02-18,Active
S3309,CT3309,C11234,PY,Yearly,2024-01-06,Active
S3310,CT3310,C11238,BY,Yearly,2024-01-27,Active
S3311,CT3311,C11250,PY,Yearly,2024-01-24,Active
S3312,CT3312,C11252,PM,Monthly,2024-02-02,Active
S3313,CT3313,C11255,BM,Monthly,2024-01-08,Active
S3314,CT3314,C11256,BM,Monthly,2024-02-26,Active
S3315,CT3315,C11257,PY,Yearly,2024-02-09,Active
S3316,CT3316,C11261,PM,Monthly,2024-01-28,Active
S3317,CT3317,C11267,PY,Yearly,2024-02-04,Active
S3318,CT3318,C11271,PM,Monthly,2024-01-31,Active
S3319,CT3319,C11277,PY,Yearly,2024-02-28,Active
S3320,CT3320,C11281,PM,Monthly,2024-01-07,Active
S3321,CT3321,C11283,PM,Monthly,2024-01-16,Active
S3322,CT3322,C11289,BY,Yearly,2024-01-31,Active
S3323,CT3323,C11293,PM,Monthly,2024-01-08,Active
S3324,CT3324,C11295,BY,Yearly,2024-02-29,Active
S3325,CT3325,C11301,BY,Yearly,2024-01-17,Active
S3326,CT3326,C11304,PM,Monthly,2024-02-20,Active
S3327,CT3327,C11305,BY,Yearly,2024-01-20,Active
S3328,CT3328,C11309,BY,Yearly,2024-01-29,Active
S3329,CT3329,C11313,BM,Monthly,2024-01-12,Active
S3330,CT3330,C11315,BM,Monthly,2024-02-17,Active
S3331,CT3331,C11316,BY,Yearly,2024-01-22,Active
S3332,CT3332,C11317,BM,Monthly,2024-02-05,Active
S3333,CT3333,C11318,BY,Yearly,2024-02-03,Active
S3334,CT3334,C11322,BM,Monthly,2024-01-27,Active
S3335,CT3335,C11326,PM,Monthly,2024-01-14,Active
S3336,CT3336,C11328,PM,Monthly,2024-01-12,Active
S3337,CT3337,C11329,PM,Monthly,2024-03-02,Active
S3338,CT3338,C11334,PM,Monthly,2024-01-10,Active
S3339,CT3339,C11340,PY,Yearly,2024-01-24,Active
S3340,CT3340,C11345,BM,Monthly,2024-01-04,Active
S3341,CT3341,C11346,BM,Monthly,2024-03-02,Active
S3342,CT3342,C11348,BY,Yearly,2024-02-24,Active
S3343,CT3343,C11350,BM,Monthly,2024-02-20,Active
S3344,CT3344,C11360,PY,Yearly,2024-01-30,Active
S3345,CT3345,C11364,BM,Monthly,2024-02-01,Active
S3346,CT3346,C11369,BY,Yearly,2024-02-20,Active
S3347,CT3347,C11372,PY,Yearly,2024-02-12,Active
S3348,CT3348,C11377,PY,Yearly,2024-02-11,Active
S3349,CT3349,C11379,BM,Monthly,2024-02-19,Active
S3350,CT3350,C11380,BY,Yearly,2024-01-29,Active
S3351,CT3351,C11381,PM,Monthly,2024-03-03,Active
S3352,CT3352,C11386,PM,Monthly,2024-01-02,Active
S3353,CT3353,C11388,BM,Monthly,2024-02-07,Active
S3354,CT3354,C11398,BY,Yearly,2024-02-08,Active
S3355,CT3355,C11399,PM,Monthly,2024-01-29,Active
S3356,CT3356,C11401,BY,Yearly,2024-02-17,Active
S3357,CT3357,C11403,PM,Monthly,2024-01-10,Active
S3358,CT3358,C11404,PM,Monthly,2024-01-07,Active
S3359,CT3359,C11406,BY,Yearly,2024-01-12,Active
S3360,CT3360,C11412,BM,Monthly,2024-02-17,Active
S3361,CT3361,C11413,PM,Monthly,2024-01-27,Active
S3362,CT3362,C11415,BM,Monthly,2024-02-23,Active
S3363,CT3363,C11418,PM,Monthly,2024-01-12,Active
S3364,CT3364,C11421,BY,Yearly,2024-01-22,Active
S3365,CT3365,C11424,PY,Yearly,2024-02-20,Active
S3366,CT3366,C11426,BM,Monthly,2024-02-22,Active
S3367,CT3367,C11429,PY,Yearly,2024-02-21,Active
S3368,CT3368,C11432,PY,Yearly,2024-01-08,Active
S3369,CT3369,C11434,BY,Yearly,2024-01-14,Active
S3370,CT3370,C11435,PY,Yearly,2024-02-25,Active
S3371,CT3371,C11445,BM,Monthly,2024-02-26,Active
S3372,CT3372,C11448,BY,Yearly,2024-02-27,Active
S3373,CT3373,C11454,BM,Monthly,2024-03-02,Active
S3374,CT3374,C11455,BM,Monthly,2024-02-04,Active
S3375,CT3375,C11460,PY,Yearly,2024-02-28,Active
S3376,CT3376,C11463,PM,Monthly,2024-02-22,Active
S3377,CT3377,C11464,PY,Yearly,2024-02-26,Active
S3378,CT3378,C11465,BM,Monthly,2024-01-17,Active
S3379,CT3379,C11466,PM,Monthly,2024-01-22,Active
S3380,CT3380,C11468,PM,Monthly,2024-01-03,Active
S3381,CT3381,C11476,BM,Monthly,2024-01-05,Active
S3382,CT3382,C11477,PM,Monthly,2024-02-28,Active
S3383,CT3383,C11478,PM,Monthly,2024-02-14,Active
S3384,CT3384,C11482,PY,Yearly,2024-01-24,Active
S3385,CT3385,C11485,BM,Monthly,2024-01-27,Active
S3386,CT3386,C11486,BY,Yearly,2024-02-17,Active
S3387,CT3387,C11497,BY,Yearly,2024-01-17,Active
S3388,CT3388,C11498,PM,Monthly,2024-01-10,Active
S3389,CT3389,C11499,BY,Yearly,2024-02-10,Active
S3390,CT3390,C11501,BY,Yearly,2024-01-08,Active
S3391,CT3391,C11504,PM,Monthly,2024-01-09,Active
S3392,CT3392,C11507,BY,Yearly,2024-02-01,Active
S3393,CT3393,C11509,BM,Monthly,2024-02-02,Active
S3394,CT3394,C11511,PY,Yearly,2024-01-25,Active
S3395,CT3395,C11512,PY,Yearly,2024-01-13,Active
S3396,CT3396,C11517,BY,Yearly,2024-03-01,Active
S3397,CT3397,C11518,PY,Yearly,2024-01-08,Active
S3398,CT3398,C11519,BY,Yearly,2024-01-15,Active
S3399,CT3399,C11520,BM,Monthly,2024-01-24,Active
S3400,CT3400,C11523,PM,Monthly,2024-02-06,Active
S3401,CT3401,C11527,BM,Monthly,2024-02-27,Active
S3402,CT3402,C11528,BM,Monthly,2024-01-31,Active
S3403,CT3403,C11535,PY,Yearly,2024-02-09,Active
S3404,CT3404,C11536,PM,Monthly,2024-01-25,Active
S3405,CT3405,C11539,BM,Monthly,2024-03-01,Active
S3406,CT3406,C11540,BM,Monthly,2024-02-24,Active
S3407,CT3407,C11541,BM,Monthly,2024-03-01,Active
S3408,CT3408,C11542,PM,Monthly,2024-01-21,Active
S3409,CT3409,C11543,PM,Monthly,2024-01-20,Active
S3410,CT3410,C11545,BY,Yearly,2024-02-24,Active
S3411,CT3411,C11546,PM,Monthly,2024-01-29,Active
S3412,CT3412,C11548,PM,Monthly,2024-02-09,Active
S3413,CT3413,C11552,PY,Yearly,2024-02-18,Active
S3414,CT3414,C11553,PM,Monthly,2024-02-27,Active
S3415,CT3415,C11554,PM,Monthly,2024-01-22,Active
S3416,CT3416,C11555,BM,Monthly,2024-02-02,Active
S3417,CT3417,C11564,PM,Monthly,2024-01-18,Active
S3418,CT3418,C11567,PY,Yearly,2024-02-09,Active
S3419,CT3419,C11569,BM,Monthly,2024-01-30,Active
S3420,CT3420,C11570,PM,Monthly,2024-02-21,Active
S3421,CT3421,C11572,PM,Monthly,2024-01-31,Active
S3422,CT3422,C11574,PY,Yearly,2024-01-14,Active
S3423,CT3423,C11579,PM,Monthly,2024-01-15,Active
S3424,CT3424,C11581,PY,Yearly,2024-03-01,Active
S3425,CT3425,C11582,BY,Yearly,2024-02-12,Active
S3426,CT3426,C11583,PM,Monthly,2024-02-14,Active
S3427,CT3427,C11590,PM,Monthly,2024-02-07,Active
