payment_id,invoice_id,customer_id,payment_date,amount_paid,payment_status
PAY8647,INV10629,C7020,2024-02-14,1000.0,Paid
PAY8648,INV10956,C7235,2024-02-19,3600.0,Paid
PAY8649,INV11000,C7277,2024-02-14,950.0,Paid
PAY8650,INV11126,C7346,2024-02-18,360.0,Paid
PAY8651,INV11502,C7555,2024-02-19,1000.0,Paid
PAY8652,INV11547,C7600,2024-02-18,8700.0,Paid
PAY8653,INV11595,C7615,2024-02-19,3640.0,Paid
PAY8654,INV11746,C7686,2024-02-21,1000.0,Paid
PAY8655,INV11906,C7802,2024-02-14,9800.0,Paid
PAY8656,INV11960,C7853,2024-02-15,9300.0,Paid
PAY8657,INV12021,C7902,2024-02-15,400.0,Paid
PAY8658,INV12275,C8099,2024-02-13,960.0,Paid
PAY8659,INV12349,C8148,2024-02-13,400.0,Paid
PAY8660,INV12478,C8193,2024-02-13,376.0,Paid
PAY8661,INV12527,C8216,2024-02-15,3600.0,Paid
PAY8662,INV12606,C8255,2024-02-19,980.0,Paid
PAY8663,INV12830,C8399,2024-02-17,400.0,Paid
PAY8664,INV1202,C855,2024-02-22,3600.0,Paid
PAY8665,INV13284,C8756,2024-02-29,880.0,Late
PAY8666,INV13427,C8822,,0.0,Failed
PAY8667,INV13604,C8951,2024-02-17,3880.0,Paid
PAY8668,INV13681,C9023,2024-02-18,3800.0,Paid
PAY8669,INV13856,C9165,2024-02-18,3880.0,Paid
PAY8670,INV13891,C9189,2024-02-28,704.18,Partial
PAY8671,INV13951,C9225,2024-02-21,3800.0,Paid
PAY8672,INV13978,C9243,2024-02-17,1000.0,Paid
PAY8673,INV14118,C9312,2024-02-14,3880.0,Paid
PAY8674,INV14358,C9447,2024-02-18,360.0,Paid
PAY8675,INV15013,C9806,2024-03-02,8600.0,Late
PAY8676,INV1431,C994,2024-02-18,10000.0,Paid
PAY8677,INV1458,C1009,2024-02-20,9800.0,Paid
PAY8678,INV15690,C10260,2024-02-28,5155.97,Partial
PAY8679,INV136,C105,2024-02-23,1000.0,Paid
PAY8680,INV1513,C1051,2024-02-20,940.0,Paid
PAY8681,INV17392,C11326,2024-02-19,1000.0,Paid
PAY8682,INV17524,C11403,2024-02-19,1000.0,Paid
PAY8683,INV18155,C11706,2024-02-14,10000.0,Paid
PAY8684,INV18184,C11737,2024-02-17,3960.0,Paid
PAY8685,INV18700,C12046,2024-02-21,199.13,Partial
PAY8686,INV18826,C12167,2024-03-11,360.0,Late
PAY8687,INV18838,C12169,2024-02-17,360.0,Paid
PAY8688,INV19024,C12270,2024-02-15,8800.0,Paid
PAY8689,INV19040,C12290,2024-03-11,880.0,Late
PAY8690,INV19195,C12392,2024-02-25,3161.15,Partial
PAY8691,INV19279,C12460,2024-02-20,368.0,Paid
PAY8692,INV19337,C12517,2024-02-22,1604.72,Partial
PAY8693,INV19710,C12772,2024-02-17,9200.0,Paid
PAY8694,INV19802,C12856,2024-02-27,400.0,Late
PAY8695,INV19990,C13036,,0.0,Failed
PAY8696,INV20697,C13492,2024-03-08,920.0,Late
PAY8697,INV21248,C13830,2024-02-17,1000.0,Paid
PAY8698,INV21849,C14217,2024-03-05,8900.0,Late
PAY8699,INV21884,C14232,2024-02-21,8800.0,Paid
PAY8700,INV21885,C14234,2024-03-10,3880.0,Late
PAY8701,INV22121,C14423,2024-02-16,396.0,Paid
PAY8702,INV22805,C14764,2024-03-08,1000.0,Late
PAY8703,INV22817,C14766,2024-02-15,400.0,Paid
PAY8704,INV23398,C15081,2024-02-22,400.0,Paid
PAY8705,INV23497,C15172,2024-02-27,294.74,Partial
PAY8706,INV23564,C15211,2024-02-16,360.0,Paid
PAY8707,INV23573,C15222,2024-02-17,384.0,Paid
PAY8708,INV23730,C15307,2024-02-22,360.0,Paid
PAY8709,INV23803,C15347,2024-02-19,4000.0,Paid
PAY8710,INV24037,C15523,2024-02-20,9000.0,Paid
PAY8711,INV24113,C15546,2024-02-21,396.0,Paid
PAY8712,INV24294,C15669,2024-02-25,3840.0,Late
PAY8713,INV24530,C15861,2024-02-18,920.0,Paid
PAY8714,INV24607,C15904,2024-02-15,1000.0,Paid
PAY8715,INV24860,C16056,2024-02-19,400.0,Paid
PAY8716,INV25158,C16255,2024-02-20,980.0,Paid
PAY8717,INV25386,C16393,2024-02-17,9600.0,Paid
PAY8718,INV25387,C16394,2024-02-14,360.0,Paid
PAY8719,INV25884,C16724,2024-02-24,9600.0,Late
PAY8720,INV26061,C16866,2024-02-18,400.0,Paid
PAY8721,INV26124,C16924,2024-02-23,9500.0,Paid
PAY8722,INV26247,C16998,2024-02-20,388.0,Paid
PAY8723,INV26254,C17000,2024-02-17,3600.0,Paid
PAY8724,INV26697,C17279,2024-02-17,3760.0,Paid
PAY8725,INV26959,C17465,2024-02-18,10000.0,Paid
PAY8726,INV27533,C17876,2024-02-23,9600.0,Paid
PAY8727,INV27535,C17885,2024-02-19,3600.0,Paid
PAY8728,INV27596,C17934,2024-02-15,360.0,Paid
PAY8729,INV27673,C17976,2024-02-14,8800.0,Paid
PAY8730,INV27876,C18068,2024-02-19,384.0,Paid
PAY8731,INV28426,C18339,,0.0,Failed
PAY8732,INV28671,C18459,2024-02-26,268.63,Partial
PAY8733,INV28806,C18539,2024-02-14,1000.0,Paid
PAY8734,INV28907,C18616,2024-02-22,1000.0,Paid
PAY8735,INV28935,C18635,2024-03-03,400.0,Late
PAY8736,INV29503,C18905,2024-02-15,900.0,Paid
PAY8737,INV29599,C18960,2024-02-29,654.57,Partial
PAY8738,INV29795,C19109,2024-02-19,1000.0,Paid
PAY8739,INV29932,C19184,2024-02-21,1000.0,Paid
PAY8740,INV29988,C19222,2024-02-17,376.0,Paid
PAY8741,INV30002,C19231,2024-02-21,400.0,Paid
PAY8742,INV30097,C19275,2024-02-23,400.0,Paid
PAY8743,INV3069,C1952,,0.0,Failed
PAY8744,INV30616,C19644,2024-02-19,400.0,Paid
PAY8745,INV30671,C19686,2024-02-17,970.0,Paid
PAY8746,INV30825,C19790,2024-02-19,9900.0,Paid
PAY8747,INV31182,C19969,2024-02-18,3600.0,Paid
PAY8748,INV31243,C20020,2024-02-17,400.0,Paid
PAY8749,INV31263,C20045,2024-02-20,8700.0,Paid
PAY8750,INV31280,C20066,2024-02-18,1000.0,Paid
PAY8751,INV31387,C20160,2024-02-19,880.0,Paid
PAY8752,INV31451,C20207,2024-03-11,380.0,Late
PAY8753,INV31654,C20340,2024-02-19,238.54,Partial
PAY8754,INV3162,C2036,2024-02-17,1000.0,Paid
PAY8755,INV31893,C20506,2024-02-20,9200.0,Paid
PAY8756,INV32155,C20645,2024-02-27,1000.0,Late
PAY8757,INV32240,C20685,2024-02-23,920.0,Paid
PAY8758,INV32299,C20725,2024-02-17,3600.0,Paid
PAY8759,INV32666,C20946,2024-02-18,364.0,Paid
PAY8760,INV3227,C2104,2024-02-23,1000.0,Paid
PAY8761,INV33060,C21207,2024-02-14,388.0,Paid
PAY8762,INV33113,C21239,2024-02-21,360.0,Paid
PAY8763,INV33475,C21460,2024-02-20,3840.0,Paid
PAY8764,INV33657,C21648,,0.0,Failed
PAY8765,INV33726,C21677,2024-02-20,155.74,Partial
PAY8766,INV33801,C21713,2024-02-16,400.0,Paid
PAY8767,INV33827,C21721,2024-02-18,1000.0,Paid
PAY8768,INV33961,C21781,2024-03-02,360.0,Late
PAY8769,INV34005,C21820,2024-02-20,3960.0,Paid
PAY8770,INV34037,C21873,2024-02-25,291.1,Partial
PAY8771,INV34232,C21971,2024-02-22,5896.46,Partial
PAY8772,INV34320,C22034,2024-02-23,400.0,Paid
PAY8773,INV34437,C22113,2024-02-18,9700.0,Paid
PAY8774,INV34537,C22179,2024-02-22,9800.0,Paid
PAY8775,INV34582,C22212,,0.0,Failed
PAY8776,INV34749,C22293,2024-02-21,1000.0,Paid
PAY8777,INV3458,C2241,2024-02-19,360.0,Paid
PAY8778,INV35012,C22480,2024-02-17,1000.0,Paid
PAY8779,INV35105,C22534,2024-02-14,400.0,Paid
PAY8780,INV35190,C22572,2024-02-16,1000.0,Paid
PAY8781,INV35230,C22597,2024-02-21,400.0,Paid
PAY8782,INV35429,C22757,2024-02-18,9400.0,Paid
PAY8783,INV35642,C22885,2024-02-18,1000.0,Paid
PAY8784,INV3620,C2317,2024-03-08,1000.0,Late
PAY8785,INV36310,C23255,2024-03-04,5038.7,Partial
PAY8786,INV36353,C23269,2024-03-01,400.0,Late
PAY8787,INV36393,C23296,2024-02-29,400.0,Late
PAY8788,INV36453,C23341,2024-02-19,396.0,Paid
PAY8789,INV36823,C23581,2024-02-16,400.0,Paid
PAY8790,INV37245,C23885,2024-02-18,400.0,Paid
PAY8791,INV37409,C23999,2024-02-19,392.0,Paid
PAY8792,INV37751,C24191,2024-03-10,3600.0,Late
PAY8793,INV38124,C24433,2024-02-14,910.0,Paid
PAY8794,INV38143,C24441,2024-03-09,1000.0,Late
PAY8795,INV38604,C24680,2024-02-23,400.0,Paid
PAY8796,INV38797,C24840,2024-02-15,400.0,Paid
PAY8797,INV38930,C24904,2024-02-16,1000.0,Paid
PAY8798,INV39103,C24992,2024-02-24,396.0,Late
PAY8799,INV3855,C2507,2024-02-18,360.0,Paid
PAY8800,INV39427,C25158,2024-02-18,930.0,Paid
PAY8801,INV39485,C25201,2024-02-21,9600.0,Paid
PAY8802,INV39656,C25319,2024-02-14,10000.0,Paid
PAY8803,INV39789,C25435,2024-02-15,400.0,Paid
PAY8804,INV3920,C2545,2024-02-19,880.0,Paid
PAY8805,INV40338,C25815,2024-02-23,384.0,Paid
PAY8806,INV40374,C25838,2024-02-20,880.0,Paid
PAY8807,INV3998,C2590,,0.0,Failed
PAY8808,INV40551,C25927,2024-02-19,1000.0,Paid
PAY8809,INV40793,C26091,2024-02-15,3600.0,Paid
PAY8810,INV40794,C26097,2024-03-06,860.0,Late
PAY8811,INV40893,C26208,2024-03-09,388.0,Late
PAY8812,INV4074,C2627,2024-02-18,1000.0,Paid
PAY8813,INV386,C263,2024-02-19,400.0,Paid
PAY8814,INV41467,C26558,2024-02-24,652.14,Partial
PAY8815,INV41931,C26890,2024-02-17,8600.0,Paid
PAY8816,INV41992,C26957,2024-02-23,870.0,Paid
PAY8817,INV42111,C27085,2024-02-17,930.0,Paid
PAY8818,INV42537,C27386,2024-02-27,3920.0,Late
PAY8819,INV42984,C27638,2024-02-16,990.0,Paid
PAY8820,INV43175,C27779,2024-02-21,970.0,Paid
PAY8821,INV43388,C27921,2024-02-22,3840.0,Paid
PAY8822,INV44129,C28419,2024-02-17,400.0,Paid
PAY8823,INV44350,C28529,,0.0,Failed
PAY8824,INV44567,C28667,2024-02-16,376.0,Paid
PAY8825,INV44580,C28673,2024-02-14,3760.0,Paid
PAY8826,INV44663,C28719,2024-02-21,980.0,Paid
PAY8827,INV44853,C28863,2024-03-09,1000.0,Late
PAY8828,INV45065,C29002,2024-03-11,1000.0,Late
PAY8829,INV45230,C29107,2024-02-16,3680.0,Paid
PAY8830,INV4547,C2922,2024-02-16,9100.0,Paid
PAY8831,INV45466,C29275,2024-02-17,1000.0,Paid
PAY8832,INV45557,C29363,2024-02-23,1000.0,Paid
PAY8833,INV45726,C29511,2024-02-20,1000.0,Paid
PAY8834,INV45869,C29555,2024-03-09,3760.0,Late
PAY8835,INV46433,C29927,2024-03-01,5094.16,Partial
PAY8836,INV46542,C29992,2024-02-18,1000.0,Paid
PAY8837,INV4641,C3002,2024-02-17,930.0,Paid
PAY8838,INV46753,C30132,2024-03-10,9400.0,Late
PAY8839,INV46755,C30134,2024-02-19,400.0,Paid
PAY8840,INV46776,C30144,2024-02-21,400.0,Paid
PAY8841,INV47180,C30406,2024-02-15,3600.0,Paid
PAY8842,INV47323,C30527,2024-02-21,1000.0,Paid
PAY8843,INV47419,C30568,2024-02-23,376.0,Paid
PAY8844,INV47610,C30677,2024-02-22,3960.0,Paid
PAY8845,INV47789,C30794,2024-02-22,1000.0,Paid
PAY8846,INV47814,C30826,2024-02-26,3800.0,Late
PAY8847,INV48198,C31151,2024-02-20,400.0,Paid
PAY8848,INV48305,C31214,2024-02-29,479.32,Partial
PAY8849,INV48853,C31557,2024-02-21,890.0,Paid
PAY8850,INV48951,C31630,2024-02-27,360.0,Late
PAY8851,INV49382,C31840,2024-02-23,880.0,Paid
PAY8852,INV49684,C31984,2024-02-21,400.0,Paid
PAY8853,INV49791,C32030,2024-02-15,360.0,Paid
PAY8854,INV4911,C3230,2024-02-15,1000.0,Paid
PAY8855,INV4922,C3233,2024-02-22,3800.0,Paid
PAY8856,INV50471,C32509,2024-02-21,230.87,Partial
PAY8857,INV50664,C32620,2024-02-18,360.0,Paid
PAY8858,INV50913,C32762,2024-02-17,1000.0,Paid
PAY8859,INV50957,C32787,2024-02-21,236.85,Partial
PAY8860,INV51493,C33117,2024-02-21,910.0,Paid
PAY8861,INV51857,C33350,2024-02-14,10000.0,Paid
PAY8862,INV52052,C33485,2024-02-22,3600.0,Paid
PAY8863,INV52618,C33878,2024-02-16,920.0,Paid
PAY8864,INV52645,C33905,2024-02-17,364.0,Paid
PAY8865,INV52929,C34127,2024-02-29,9300.0,Late
PAY8866,INV52954,C34141,2024-02-16,1000.0,Paid
PAY8867,INV52965,C34144,2024-03-11,3600.0,Late
PAY8868,INV53337,C34356,2024-02-14,3680.0,Paid
PAY8869,INV53996,C34857,2024-03-04,9900.0,Late
PAY8870,INV54253,C35031,2024-02-22,860.0,Paid
PAY8871,INV54399,C35129,2024-02-14,9000.0,Paid
PAY8872,INV5313,C3522,2024-02-18,360.0,Paid
PAY8873,INV54642,C35266,2024-03-07,392.0,Late
PAY8874,INV54730,C35338,2024-02-22,400.0,Paid
PAY8875,INV54887,C35466,2024-02-18,1000.0,Paid
PAY8876,INV54951,C35506,2024-02-19,1000.0,Paid
PAY8877,INV55449,C35963,2024-02-23,8700.0,Paid
PAY8878,INV55474,C35979,2024-02-17,3840.0,Paid
PAY8879,INV55747,C36122,2024-02-17,9600.0,Paid
PAY8880,INV56022,C36301,2024-02-15,9500.0,Paid
PAY8881,INV56315,C36519,2024-02-14,360.0,Paid
PAY8882,INV56500,C36627,2024-02-22,9500.0,Paid
PAY8883,INV56731,C36763,2024-02-20,388.0,Paid
PAY8884,INV56796,C36834,2024-02-23,400.0,Paid
PAY8885,INV57118,C37075,2024-02-22,9300.0,Paid
PAY8886,INV57411,C37273,2024-02-20,3800.0,Paid
PAY8887,INV57427,C37288,2024-02-20,1000.0,Paid
PAY8888,INV57505,C37328,2024-02-14,400.0,Paid
PAY8889,INV57588,C37388,2024-02-15,900.0,Paid
PAY8890,INV57608,C37402,2024-02-21,910.0,Paid
PAY8891,INV57841,C37540,2024-02-17,360.0,Paid
PAY8892,INV5674,C3756,2024-02-15,3640.0,Paid
PAY8893,INV57903,C37581,2024-02-22,1000.0,Paid
PAY8894,INV58101,C37690,2024-02-20,400.0,Paid
PAY8895,INV58338,C37843,2024-02-15,9800.0,Paid
PAY8896,INV58445,C37901,2024-02-20,980.0,Paid
PAY8897,INV58548,C37931,2024-03-11,3640.0,Late
PAY8898,INV58562,C37967,2024-02-22,3840.0,Paid
PAY8899,INV5715,C3806,2024-02-15,1000.0,Paid
PAY8900,INV5779,C3825,2024-02-15,400.0,Paid
PAY8901,INV59235,C38420,2024-02-16,3840.0,Paid
PAY8902,INV5803,C3843,2024-02-22,400.0,Paid
PAY8903,INV59749,C38738,2024-03-02,990.0,Late
PAY8904,INV59765,C38749,2024-02-17,3600.0,Paid
PAY8905,INV59961,C38930,2024-02-28,1000.0,Late
PAY8906,INV5902,C3914,2024-02-29,400.0,Late
PAY8907,INV60453,C39296,2024-02-21,10000.0,Paid
PAY8908,INV60728,C39480,2024-02-17,380.0,Paid
PAY8909,INV60893,C39561,2024-02-25,299.24,Partial
PAY8910,INV61138,C39683,2024-02-22,342.45,Partial
PAY8911,INV61440,C39915,2024-02-16,10000.0,Paid
PAY8912,INV61451,C39930,2024-02-23,900.0,Paid
PAY8913,INV6112,C4047,2024-02-14,910.0,Paid
PAY8914,INV6712,C4420,2024-02-18,3600.0,Paid
PAY8915,INV6887,C4540,2024-03-03,7316.21,Partial
PAY8916,INV7133,C4688,2024-03-14,360.0,Late
PAY8917,INV7242,C4738,2024-02-21,360.0,Paid
PAY8918,INV7341,C4812,2024-02-17,8600.0,Paid
PAY8919,INV7516,C4977,2024-02-18,3880.0,Paid
PAY8920,INV7771,C5128,2024-03-04,654.04,Partial
PAY8921,INV7951,C5230,2024-02-26,4958.23,Partial
PAY8922,INV8043,C5293,2024-02-25,9600.0,Late
PAY8923,INV8044,C5294,2024-02-18,3600.0,Paid
PAY8924,INV8223,C5377,2024-02-15,400.0,Paid
PAY8925,INV8423,C5511,2024-02-20,8800.0,Paid
PAY8926,INV8427,C5519,2024-02-14,980.0,Paid
PAY8927,INV8524,C5555,2024-02-14,1000.0,Paid
PAY8928,INV9031,C5882,2024-02-14,360.0,Paid
PAY8929,INV9090,C5952,2024-02-21,3600.0,Paid
PAY8930,INV9249,C6053,,0.0,Failed
PAY8931,INV9379,C6126,2024-02-29,3600.0,Late
PAY8932,INV9441,C6173,2024-02-18,9200.0,Paid
PAY8933,INV9450,C6195,2024-02-18,400.0,Paid
PAY8934,INV9659,C6338,2024-02-15,3800.0,Paid
PAY8935,INV9752,C6399,2024-02-17,388.0,Paid
PAY8936,INV10183,C6705,2024-02-23,8700.0,Paid
PAY8937,INV10266,C6784,2024-02-14,1000.0,Paid
PAY8938,INV10412,C6899,2024-02-20,3600.0,Paid
PAY8939,INV10742,C7096,2024-03-13,3600.0,Late
PAY8940,INV11380,C7483,2024-02-19,400.0,Paid
PAY8941,INV11684,C7662,2024-02-14,9300.0,Paid
PAY8942,INV12376,C8165,2024-02-14,400.0,Paid
PAY8943,INV12667,C8310,2024-02-18,1000.0,Paid
PAY8944,INV12719,C8332,2024-02-18,4000.0,Paid
PAY8945,INV13008,C8532,2024-02-27,1000.0,Late
PAY8946,INV1215,C857,2024-03-04,2896.87,Partial
PAY8947,INV13115,C8613,2024-02-19,3840.0,Paid
PAY8948,INV13223,C8698,2024-02-19,4000.0,Paid
PAY8949,INV13460,C8849,2024-02-20,9000.0,Paid
PAY8950,INV13838,C9144,2024-02-17,400.0,Paid
PAY8951,INV14507,C9499,2024-02-26,930.0,Late
PAY8952,INV15031,C9825,2024-02-18,400.0,Paid
PAY8953,INV15218,C9989,2024-02-23,860.0,Paid
PAY8954,INV15247,C10022,2024-02-20,364.0,Paid
PAY8955,INV15775,C10342,2024-03-10,9200.0,Late
PAY8956,INV1472,C1039,2024-02-16,400.0,Paid
PAY8957,INV16027,C10496,2024-03-06,3840.0,Late
PAY8958,INV16076,C10513,2024-02-23,172.69,Partial
PAY8959,INV16087,C10515,2024-03-09,3760.0,Late
PAY8960,INV1526,C1055,2024-02-18,360.0,Paid
PAY8961,INV16303,C10657,2024-02-18,3960.0,Paid
PAY8962,INV16723,C10917,2024-02-18,9100.0,Paid
PAY8963,INV16798,C10978,,0.0,Failed
PAY8964,INV17574,C11418,2024-02-15,1000.0,Paid
PAY8965,INV17671,C11478,2024-02-15,950.0,Paid
PAY8966,INV17910,C11582,2024-02-22,2343.6,Partial
PAY8967,INV18067,C11636,2024-02-20,3760.0,Paid
PAY8968,INV18423,C11888,2024-02-21,151.93,Partial
PAY8969,INV18506,C11929,2024-02-24,8600.0,Paid
PAY8970,INV18595,C11985,2024-02-28,360.0,Late
PAY8971,INV18635,C12016,2024-02-20,535.0,Partial
PAY8972,INV19106,C12344,,0.0,Failed
PAY8973,INV19150,C12358,2024-02-17,1000.0,Paid
PAY8974,INV19287,C12468,2024-02-21,3640.0,Paid
PAY8975,INV19301,C12470,2024-02-17,1000.0,Paid
PAY8976,INV19386,C12562,2024-02-24,400.0,Paid
PAY8977,INV19482,C12641,2024-02-24,9900.0,Paid
PAY8978,INV19718,C12786,2024-02-17,368.0,Paid
PAY8979,INV19768,C12832,2024-02-22,3196.66,Partial
PAY8980,INV20097,C13103,2024-02-24,400.0,Paid
PAY8981,INV20418,C13319,2024-02-19,3600.0,Paid
PAY8982,INV20692,C13491,2024-02-17,396.0,Paid
PAY8983,INV20758,C13536,2024-02-26,388.0,Late
PAY8984,INV20851,C13586,2024-02-22,400.0,Paid
PAY8985,INV21360,C13884,2024-02-22,920.0,Paid
PAY8986,INV22227,C14453,2024-02-16,400.0,Paid
PAY8987,INV22762,C14727,2024-02-21,372.0,Paid
PAY8988,INV22831,C14773,2024-02-19,400.0,Paid
PAY8989,INV23112,C14901,2024-02-21,400.0,Paid
PAY8990,INV23262,C14981,2024-02-22,10000.0,Paid
PAY8991,INV23409,C15096,2024-02-27,4852.35,Partial
PAY8992,INV23476,C15163,2024-02-18,392.0,Paid
PAY8993,INV23635,C15237,2024-02-22,9000.0,Paid
PAY8994,INV23713,C15299,2024-03-05,643.4,Partial
PAY8995,INV23770,C15331,2024-03-05,400.0,Late
PAY8996,INV23783,C15336,2024-02-21,1000.0,Paid
PAY8997,INV24000,C15496,2024-02-23,400.0,Paid
PAY8998,INV24339,C15695,2024-02-19,9300.0,Paid
PAY8999,INV25618,C16551,2024-02-23,3554.16,Partial
PAY9000,INV25677,C16569,2024-02-17,1000.0,Paid
PAY9001,INV25708,C16599,2024-02-20,360.0,Paid
PAY9002,INV25885,C16727,2024-02-29,890.0,Late
PAY9003,INV26039,C16840,2024-02-21,9900.0,Paid
PAY9004,INV26064,C16873,2024-03-02,3600.0,Late
PAY9005,INV26106,C16907,2024-02-24,3600.0,Paid
PAY9006,INV26265,C17007,2024-02-22,1000.0,Paid
PAY9007,INV26525,C17129,2024-02-26,2876.35,Partial
PAY9008,INV26643,C17227,2024-02-18,910.0,Paid
PAY9009,INV26698,C17285,2024-02-15,376.0,Paid
PAY9010,INV26801,C17355,2024-03-03,9800.0,Late
PAY9011,INV27314,C17707,2024-02-26,210.19,Partial
PAY9012,INV28232,C18271,2024-03-15,360.0,Late
PAY9013,INV28271,C18287,2024-03-10,890.0,Late
PAY9014,INV2857,C1830,,0.0,Failed
PAY9015,INV28824,C18543,2024-02-18,384.0,Paid
PAY9016,INV29147,C18747,2024-02-24,376.0,Paid
PAY9017,INV29359,C18839,2024-02-17,400.0,Paid
PAY9018,INV29782,C19108,2024-02-17,980.0,Paid
PAY9019,INV29838,C19128,2024-02-16,860.0,Paid
PAY9020,INV29970,C19202,2024-02-22,8900.0,Paid
PAY9021,INV30414,C19460,2024-02-21,10000.0,Paid
PAY9022,INV30569,C19581,2024-02-27,136.46,Partial
PAY9023,INV30594,C19607,2024-02-18,890.0,Paid
PAY9024,INV30613,C19637,2024-03-10,9300.0,Late
PAY9025,INV30683,C19692,2024-02-15,372.0,Paid
PAY9026,INV31178,C19953,2024-02-16,3600.0,Paid
PAY9027,INV3131,C2005,2024-02-19,8900.0,Paid
PAY9028,INV31267,C20053,2024-02-24,396.0,Paid
PAY9029,INV31308,C20117,2024-02-19,1000.0,Paid
PAY9030,INV31690,C20375,2024-02-19,8700.0,Paid
PAY9031,INV31741,C20418,2024-02-16,388.0,Paid
PAY9032,INV31951,C20539,2024-02-22,870.0,Paid
PAY9033,INV32110,C20617,2024-02-16,3880.0,Paid
PAY9034,INV32384,C20775,2024-02-20,400.0,Paid
PAY9035,INV32397,C20785,2024-02-18,1000.0,Paid
PAY9036,INV32574,C20907,2024-02-16,400.0,Paid
PAY9037,INV32679,C20948,2024-02-23,920.0,Paid
PAY9038,INV32942,C21108,,0.0,Failed
PAY9039,INV33056,C21204,2024-03-05,400.0,Late
PAY9040,INV33226,C21307,2024-02-21,3800.0,Paid
PAY9041,INV33447,C21444,2024-02-23,1000.0,Paid
PAY9042,INV33920,C21767,2024-02-18,9900.0,Paid
PAY9043,INV34505,C22158,2024-02-22,400.0,Paid
PAY9044,INV34522,C22170,2024-02-25,920.0,Late
PAY9045,INV3431,C2218,2024-03-05,400.0,Late
PAY9046,INV34560,C22190,2024-02-18,3640.0,Paid
PAY9047,INV34861,C22362,2024-02-19,3840.0,Paid
PAY9048,INV35001,C22453,2024-02-19,400.0,Paid
PAY9049,INV3486,C2248,2024-02-16,3840.0,Paid
PAY9050,INV35034,C22495,2024-02-18,392.0,Paid
PAY9051,INV35742,C22929,2024-02-16,900.0,Paid
PAY9052,INV35756,C22932,2024-02-19,400.0,Paid
PAY9053,INV35804,C22949,2024-02-25,360.0,Late
PAY9054,INV35868,C22985,2024-02-18,1000.0,Paid
PAY9055,INV36211,C23195,2024-02-16,400.0,Paid
PAY9056,INV36549,C23427,2024-02-29,3974.04,Partial
PAY9057,INV36999,C23701,2024-02-18,3840.0,Paid
PAY9058,INV37275,C23913,2024-02-17,400.0,Paid
PAY9059,INV37379,C23992,2024-02-24,1000.0,Paid
PAY9060,INV37683,C24169,2024-02-22,1000.0,Paid
PAY9061,INV37748,C24188,2024-02-20,3600.0,Paid
PAY9062,INV38454,C24580,2024-02-16,400.0,Paid
PAY9063,INV38582,C24666,2024-02-17,1000.0,Paid
PAY9064,INV38588,C24673,2024-02-28,3840.0,Late
PAY9065,INV38615,C24687,2024-02-19,400.0,Paid
PAY9066,INV38916,C24899,2024-02-27,501.54,Partial
PAY9067,INV38975,C24917,2024-02-28,970.0,Late
PAY9068,INV39092,C24984,2024-03-03,940.0,Late
PAY9069,INV39344,C25097,2024-02-18,8700.0,Paid
PAY9070,INV39442,C25163,2024-02-19,400.0,Paid
PAY9071,INV39674,C25371,2024-02-19,10000.0,Paid
PAY9072,INV39798,C25453,2024-02-22,3600.0,Paid
PAY9073,INV39975,C25580,2024-03-13,1000.0,Late
PAY9074,INV40045,C25613,2024-03-09,10000.0,Late
PAY9075,INV40423,C25869,2024-03-03,3393.25,Partial
PAY9076,INV372,C259,2024-02-18,9700.0,Paid
PAY9077,INV40521,C25910,2024-02-19,3880.0,Paid
PAY9078,INV40744,C26047,2024-02-20,1000.0,Paid
PAY9079,INV40752,C26059,2024-02-22,360.0,Paid
PAY9080,INV40768,C26085,2024-02-20,8800.0,Paid
PAY9081,INV4058,C2613,2024-02-15,1000.0,Paid
PAY9082,INV40945,C26230,2024-02-20,1000.0,Paid
PAY9083,INV41342,C26486,2024-02-24,870.0,Paid
PAY9084,INV41664,C26683,2024-02-23,870.0,Paid
PAY9085,INV41691,C26704,2024-02-22,3960.0,Paid
PAY9086,INV41737,C26756,2024-02-19,870.0,Paid
PAY9087,INV41970,C26932,2024-02-29,1000.0,Late
PAY9088,INV4161,C2706,2024-03-11,1000.0,Late
PAY9089,INV42257,C27193,2024-02-23,3880.0,Paid
PAY9090,INV42369,C27269,2024-02-24,8600.0,Paid
PAY9091,INV4196,C2735,2024-03-13,8600.0,Late
PAY9092,INV42551,C27399,2024-02-20,3920.0,Paid
PAY9093,INV42597,C27428,2024-02-22,400.0,Paid
PAY9094,INV42875,C27567,2024-02-19,870.0,Paid
PAY9095,INV42898,C27582,2024-02-15,3880.0,Paid
PAY9096,INV4255,C2759,2024-02-18,870.0,Paid
PAY9097,INV43418,C27938,2024-02-22,392.0,Paid
PAY9098,INV43479,C27960,2024-02-23,3760.0,Paid
PAY9099,INV4352,C2797,2024-02-20,3720.0,Paid
PAY9100,INV43595,C28035,2024-02-23,3640.0,Paid
PAY9101,INV43780,C28158,2024-02-15,900.0,Paid
PAY9102,INV43867,C28224,2024-02-27,227.97,Partial
PAY9103,INV43968,C28301,2024-02-16,3720.0,Paid
PAY9104,INV44243,C28462,2024-02-20,400.0,Paid
PAY9105,INV44419,C28572,2024-02-15,3760.0,Paid
PAY9106,INV44894,C28884,2024-03-01,6409.37,Partial
PAY9107,INV45062,C28994,,0.0,Failed
PAY9108,INV4535,C2916,2024-02-28,360.0,Late
PAY9109,INV45458,C29269,2024-02-20,1000.0,Paid
