collection_id,invoice_id,customer_id,collection_date,amount_collected,collection_status
COL3533,INV42831,C27530,2024-05-04,864.93,Recovered
COL3534,INV76993,C28576,2024-05-14,495.26,Recovered
COL3535,INV4845,C3166,2024-05-09,0.0,Unrecovered
COL3536,INV50373,C32466,2024-05-08,0.0,Unrecovered
COL3537,INV52946,C34138,2024-05-12,264.69,Recovered
COL3538,INV53129,C34247,2024-05-04,93.49,Recovered
COL3539,INV56936,C36959,2024-05-08,300.12,Recovered
COL3540,INV61283,C39776,2024-04-27,617.78,Recovered
COL3541,INV6050,C4015,2024-05-06,0.0,Unrecovered
COL3542,INV8158,C5359,2024-05-19,0.0,Unrecovered
COL3543,INV8599,C5622,2024-05-09,324.78,Recovered
COL3544,INV12117,C7963,2024-05-23,75.27,Recovered
COL3545,INV12630,C8272,2024-05-09,895.73,Recovered
COL3546,INV12735,C8358,2024-05-08,0.0,Unrecovered
COL3547,INV14265,C9398,2024-05-07,357.37,Recovered
COL3548,INV15883,C10386,2024-05-03,0.0,Unrecovered
COL3549,INV15936,C10443,2024-05-25,272.04,Recovered
COL3550,INV1638,C1119,2024-05-05,317.48,Recovered
COL3551,INV19332,C12498,2024-05-21,512.94,Recovered
COL3552,INV2181,C1392,2024-05-16,184.53,Recovered
COL3553,INV22522,C14608,2024-05-17,149.43,Recovered
COL3554,INV23703,C15290,2024-04-27,0.0,Unrecovered
COL3555,INV24398,C15760,2024-04-30,762.14,Recovered
COL3556,INV33296,C21337,2024-04-30,0.0,Unrecovered
COL3557,INV35205,C22583,2024-05-06,0.0,Unrecovered
COL3558,INV36499,C23381,2024-05-20,0.0,Unrecovered
COL3559,INV36736,C23539,2024-05-01,0.0,Unrecovered
COL3560,INV39279,C25090,2024-05-24,158.25,Recovered
COL3561,INV55699,C36113,2024-05-02,0.0,Unrecovered
COL3562,INV57931,C37593,2024-05-21,0.0,Unrecovered
COL3563,INV58522,C37926,2024-05-18,122.32,Recovered
COL3564,INV6859,C4525,2024-05-14,432.52,Recovered
COL3565,INV7431,C4876,2024-05-21,127.28,Recovered
COL3566,INV13737,C9060,2024-05-16,0.0,Unrecovered
COL3567,INV1319,C921,2024-05-24,0.0,Unrecovered
COL3568,INV17626,C11463,2024-05-17,487.32,Recovered
COL3569,INV17839,C11554,2024-05-11,566.14,Recovered
COL3570,INV20022,C13060,2024-04-28,288.66,Recovered
COL3571,INV20839,C13581,2024-05-24,218.15,Recovered
COL3572,INV23260,C14978,2024-05-14,0.0,Unrecovered
COL3573,INV23415,C15103,2024-04-29,784.93,Recovered
COL3574,INV3192,C2081,2024-05-08,0.0,Unrecovered
COL3575,INV36690,C23511,2024-04-27,0.0,Unrecovered
COL3576,INV45049,C28990,2024-05-07,384.51,Recovered
COL3577,INV46940,C30242,2024-05-18,0.0,Unrecovered
COL3578,INV48079,C31074,2024-04-28,302.64,Recovered
COL3579,INV48230,C31165,2024-05-14,0.0,Unrecovered
COL3580,INV49013,C31653,2024-05-12,0.0,Unrecovered
COL3581,INV50293,C32420,2024-05-08,269.14,Recovered
COL3582,INV52681,C33948,2024-05-21,0.0,Unrecovered
COL3583,INV54371,C35115,2024-05-07,430.83,Recovered
COL3584,INV5401,C3565,2024-05-07,380.59,Recovered
COL3585,INV56276,C36477,2024-05-16,153.17,Recovered
COL3586,INV7015,C4625,2024-05-06,281.51,Recovered
COL3587,INV7602,C5034,2024-05-01,735.76,Recovered
COL3588,INV10469,C6922,2024-05-07,133.66,Recovered
COL3589,INV19143,C12357,2024-05-21,0.0,Unrecovered
COL3590,INV19467,C12635,2024-05-02,219.44,Recovered
COL3591,INV19839,C12891,2024-05-27,0.0,Unrecovered
COL3592,INV20278,C13226,2024-05-10,0.0,Unrecovered
COL3593,INV20887,C13608,2024-05-28,228.03,Recovered
COL3594,INV22105,C14411,2024-05-21,137.81,Recovered
COL3595,INV23691,C15289,2024-05-06,0.0,Unrecovered
COL3596,INV25133,C16241,2024-04-28,0.0,Unrecovered
COL3597,INV25997,C16803,2024-05-10,356.44,Recovered
COL3598,INV26969,C17478,2024-05-20,0.0,Unrecovered
COL3599,INV30861,C19802,2024-05-11,146.42,Recovered
COL3600,INV34442,C22127,2024-05-12,286.84,Recovered
COL3601,INV35835,C22975,2024-05-02,0.0,Unrecovered
COL3602,INV40311,C25783,2024-05-20,381.91,Recovered
COL3603,INV43691,C28093,2024-05-26,237.0,Recovered
COL3604,INV43841,C28214,2024-05-14,0.0,Unrecovered
COL3605,INV44549,C28651,2024-05-24,145.74,Recovered
COL3606,INV44860,C28869,2024-04-28,680.7,Recovered
COL3607,INV45435,C29258,2024-05-23,101.21,Recovered
COL3608,INV47617,C30688,2024-05-08,226.05,Recovered
COL3609,INV48401,C31267,2024-04-30,0.0,Unrecovered
COL3610,INV48456,C31296,2024-05-25,359.72,Recovered
COL3611,INV56603,C36686,2024-05-03,0.0,Unrecovered
COL3612,INV58048,C37664,2024-05-04,587.72,Recovered
COL3613,INV58685,C38029,2024-05-28,0.0,Unrecovered
COL3614,INV6964,C4592,2024-05-09,0.0,Unrecovered
COL3615,INV719,C528,2024-05-25,386.43,Recovered
COL3616,INV12619,C8266,2024-05-09,0.0,Unrecovered
COL3617,INV13170,C8666,2024-05-20,378.68,Recovered
COL3618,INV19252,C12440,2024-05-25,144.09,Recovered
COL3619,INV69397,C14279,2024-05-20,242.9,Recovered
COL3620,INV23361,C15038,2024-05-15,170.59,Recovered
COL3621,INV69972,C15119,2024-05-23,3766.69,Recovered
COL3622,INV29138,C18732,2024-05-26,256.12,Recovered
COL3623,INV30780,C19734,2024-05-09,304.21,Recovered
COL3624,INV35314,C22659,2024-05-12,0.0,Unrecovered
COL3625,INV38492,C24585,2024-05-12,335.49,Recovered
COL3626,INV39195,C25051,2024-05-05,511.13,Recovered
COL3627,INV41172,C26369,2024-05-29,106.56,Recovered
COL3628,INV41717,C26750,2024-05-21,306.65,Recovered
COL3629,INV44005,C28325,2024-05-15,0.0,Unrecovered
COL3630,INV50770,C32690,2024-05-17,0.0,Unrecovered
COL3631,INV57111,C37068,2024-05-09,146.53,Recovered
COL3632,INV59572,C38619,2024-05-22,422.84,Recovered
COL3633,INV61049,C39618,2024-05-04,369.17,Recovered
COL3634,INV61473,C39948,2024-05-07,197.99,Recovered
COL3635,INV7738,C5107,2024-05-08,0.0,Unrecovered
COL3636,INV7870,C5189,2024-05-26,64.36,Recovered
COL3637,INV10959,C7236,2024-05-22,144.92,Recovered
COL3638,INV11739,C7685,2024-05-18,187.26,Recovered
COL3639,INV15361,C10083,2024-05-08,0.0,Unrecovered
COL3640,INV15573,C10214,2024-05-26,95.96,Recovered
COL3641,INV15887,C10395,2024-05-24,0.0,Unrecovered
COL3642,INV16511,C10775,2024-05-12,0.0,Unrecovered
COL3643,INV1599,C1102,2024-05-14,317.89,Recovered
COL3644,INV19871,C12938,2024-05-21,0.0,Unrecovered
COL3645,INV3964,C2576,2024-05-26,333.13,Recovered
COL3646,INV46246,C29803,2024-05-05,0.0,Unrecovered
COL3647,INV59262,C38446,2024-05-10,583.0,Recovered
COL3648,INV6180,C4074,2024-05-09,184.09,Recovered
COL3649,INV6438,C4279,2024-05-25,110.46,Recovered
COL3650,INV12292,C8111,2024-05-16,142.73,Recovered
COL3651,INV13255,C8726,2024-05-16,0.0,Unrecovered
COL3652,INV14341,C9433,2024-05-28,278.89,Recovered
COL3653,INV15872,C10381,2024-05-12,0.0,Unrecovered
COL3654,INV19004,C12254,2024-06-03,0.0,Unrecovered
COL3655,INV20443,C13337,2024-05-25,134.8,Recovered
COL3656,INV22795,C14761,2024-05-06,258.53,Recovered
COL3657,INV23155,C14922,2024-05-08,0.0,Unrecovered
COL3658,INV23317,C15008,2024-05-04,0.0,Unrecovered
COL3659,INV23535,C15184,2024-05-25,141.86,Recovered
COL3660,INV25499,C16469,2024-05-14,567.02,Recovered
COL3661,INV28538,C18370,2024-05-03,0.0,Unrecovered
COL3662,INV29984,C19219,2024-05-14,919.28,Recovered
COL3663,INV3350,C2154,2024-05-21,59.35,Recovered
COL3664,INV300,C229,2024-05-16,0.0,Unrecovered
COL3665,INV36279,C23244,2024-05-04,0.0,Unrecovered
COL3666,INV4199,C2736,2024-05-12,0.0,Unrecovered
COL3667,INV42685,C27469,2024-05-20,415.86,Recovered
COL3668,INV45170,C29074,2024-05-29,128.45,Recovered
COL3669,INV47564,C30657,2024-05-09,57.62,Recovered
COL3670,INV50926,C32763,2024-05-22,208.78,Recovered
COL3671,INV54864,C35452,2024-05-28,54.22,Recovered
COL3672,INV55713,C36115,2024-05-12,0.0,Unrecovered
COL3673,INV58787,C38135,2024-05-13,0.0,Unrecovered
COL3674,INV60498,C39327,2024-05-25,166.25,Recovered
COL3675,INV8206,C5370,2024-05-12,0.0,Unrecovered
COL3676,INV8258,C5393,2024-05-06,582.12,Recovered
COL3677,INV8757,C5725,2024-05-24,0.0,Unrecovered
COL3678,INV11420,C7511,2024-05-26,0.0,Unrecovered
COL3679,INV13786,C9115,2024-05-19,0.0,Unrecovered
COL3680,INV13986,C9246,2024-05-22,180.47,Recovered
COL3681,INV67068,C10055,2024-05-14,0.0,Unrecovered
COL3682,INV18818,C12163,2024-05-09,783.14,Recovered
COL3683,INV2005,C1313,2024-05-18,122.84,Recovered
COL3684,INV22343,C14524,2024-05-30,79.71,Recovered
COL3685,INV23028,C14866,2024-05-12,0.0,Unrecovered
COL3686,INV25212,C16274,2024-05-20,0.0,Unrecovered
COL3687,INV27081,C17553,2024-05-18,0.0,Unrecovered
COL3688,INV29579,C18952,2024-05-27,80.42,Recovered
COL3689,INV73176,C20975,2024-05-13,3709.96,Recovered
COL3690,INV33348,C21372,2024-05-13,0.0,Unrecovered
COL3691,INV3364,C2160,2024-05-21,133.02,Recovered
COL3692,INV34827,C22347,2024-05-21,0.0,Unrecovered
COL3693,INV34987,C22436,2024-05-09,0.0,Unrecovered
COL3694,INV35908,C23023,2024-05-15,0.0,Unrecovered
COL3695,INV40684,C26016,2024-05-11,60.81,Recovered
COL3696,INV41309,C26467,2024-05-19,0.0,Unrecovered
COL3697,INV42414,C27298,2024-05-06,229.63,Recovered
COL3698,INV43000,C27657,2024-05-24,287.07,Recovered
COL3699,INV45953,C29630,2024-05-22,174.17,Recovered
COL3700,INV47953,C30942,2024-05-23,0.0,Unrecovered
COL3701,INV48871,C31582,2024-05-19,180.36,Recovered
COL3702,INV48974,C31634,2024-05-09,717.06,Recovered
COL3703,INV79332,C32349,2024-05-25,341.69,Recovered
COL3704,INV5135,C3359,2024-05-22,158.41,Recovered
COL3705,INV54357,C35110,2024-05-27,54.22,Recovered
COL3706,INV54847,C35420,2024-05-12,0.0,Unrecovered
COL3707,INV5575,C3674,2024-06-03,0.0,Unrecovered
COL3708,INV5672,C3734,2024-05-12,277.81,Recovered
COL3709,INV1184,C845,2024-05-10,255.01,Recovered
COL3710,INV13405,C8817,2024-05-24,0.0,Unrecovered
COL3711,INV14098,C9299,2024-05-16,282.79,Recovered
COL3712,INV14463,C9483,2024-05-29,0.0,Unrecovered
COL3713,INV14700,C9644,2024-05-22,0.0,Unrecovered
COL3714,INV20455,C13341,2024-05-16,235.47,Recovered
COL3715,INV20644,C13476,2024-05-22,0.0,Unrecovered
COL3716,INV22673,C14688,2024-05-15,235.82,Recovered
COL3717,INV23125,C14904,2024-05-04,0.0,Unrecovered
COL3718,INV23514,C15178,2024-05-21,145.39,Recovered
COL3719,INV23833,C15377,2024-05-28,0.0,Unrecovered
COL3720,INV25534,C16479,2024-05-11,633.97,Recovered
COL3721,INV25669,C16568,2024-05-17,435.73,Recovered
COL3722,INV26121,C16917,2024-05-11,175.81,Recovered
COL3723,INV27201,C17641,2024-05-11,93.1,Recovered
COL3724,INV2814,C1812,2024-05-23,0.0,Unrecovered
COL3725,INV2967,C1883,2024-05-31,0.0,Unrecovered
COL3726,INV32371,C20769,2024-05-08,0.0,Unrecovered
COL3727,INV35254,C22618,2024-05-27,498.53,Recovered
COL3728,INV37310,C23940,2024-05-20,139.51,Recovered
COL3729,INV38592,C24676,2024-05-16,147.78,Recovered
COL3730,INV42046,C27001,2024-05-06,0.0,Unrecovered
COL3731,INV77112,C28845,2024-05-31,193.95,Recovered
COL3732,INV46171,C29764,2024-05-20,0.0,Unrecovered
COL3733,INV50605,C32573,2024-05-27,0.0,Unrecovered
COL3734,INV51311,C33016,2024-05-04,378.57,Recovered
COL3735,INV5048,C3322,2024-06-02,386.45,Recovered
COL3736,INV52337,C33690,2024-05-30,0.0,Unrecovered
COL3737,INV52932,C34128,2024-05-14,983.08,Recovered
COL3738,INV54312,C35091,2024-05-03,970.92,Recovered
COL3739,INV58746,C38093,2024-05-22,0.0,Unrecovered
COL3740,INV61394,C39862,2024-05-25,87.52,Recovered
COL3741,INV6492,C4295,2024-05-14,130.71,Recovered
COL3742,INV7063,C4644,2024-05-16,0.0,Unrecovered
COL3743,INV7942,C5225,2024-05-23,123.78,Recovered
COL3744,INV9001,C5875,2024-05-23,122.87,Recovered
COL3745,INV9893,C6509,2024-05-08,381.36,Recovered
COL3746,INV115,C97,2024-05-30,474.85,Recovered
COL3747,INV15668,C10255,2024-05-26,118.16,Recovered
COL3748,INV16717,C10909,2024-05-30,0.0,Unrecovered
COL3749,INV16737,C10932,2024-05-06,265.76,Recovered
COL3750,INV17261,C11256,2024-05-28,0.0,Unrecovered
COL3751,INV69024,C13574,2024-05-13,5531.91,Recovered
COL3752,INV22913,C14818,2024-05-15,0.0,Unrecovered
COL3753,INV2526,C1655,2024-05-24,0.0,Unrecovered
COL3754,INV2716,C1755,2024-05-21,134.64,Recovered
COL3755,INV29336,C18832,2024-05-30,220.74,Recovered
COL3756,INV29773,C19106,2024-05-16,0.0,Unrecovered
COL3757,INV30663,C19669,2024-05-24,204.71,Recovered
COL3758,INV62629,C2131,2024-05-21,0.0,Unrecovered
COL3759,INV40155,C25666,2024-05-09,223.39,Recovered
COL3760,INV41728,C26752,2024-05-27,81.11,Recovered
COL3761,INV43574,C28026,2024-05-31,0.0,Unrecovered
COL3762,INV44311,C28505,2024-05-27,81.65,Recovered
COL3763,INV45159,C29062,2024-05-10,217.49,Recovered
COL3764,INV46200,C29787,2024-05-10,312.02,Recovered
COL3765,INV46213,C29795,2024-05-05,0.0,Unrecovered
COL3766,INV47391,C30559,2024-05-09,981.36,Recovered
COL3767,INV52492,C33798,2024-05-22,206.28,Recovered
COL3768,INV53554,C34516,2024-05-04,941.44,Recovered
COL3769,INV54232,C35027,2024-05-18,142.55,Recovered
COL3770,INV58031,C37656,2024-05-16,80.05,Recovered
COL3771,INV59177,C38385,2024-05-16,234.54,Recovered
COL3772,INV7393,C4844,2024-05-13,0.0,Unrecovered
COL3773,INV15326,C10071,2024-05-24,348.46,Recovered
COL3774,INV15756,C10330,2024-05-20,81.32,Recovered
COL3775,INV16960,C11071,2024-06-03,0.0,Unrecovered
COL3776,INV18271,C11782,2024-05-30,543.97,Recovered
COL3777,INV1993,C1304,2024-05-05,699.91,Recovered
COL3778,INV68820,C13201,2024-05-17,521.6,Recovered
COL3779,INV69061,C13615,2024-06-02,4380.56,Recovered
COL3780,INV21635,C14088,2024-06-04,333.82,Recovered
COL3781,INV21853,C14218,2024-05-18,0.0,Unrecovered
COL3782,INV24163,C15562,2024-05-14,0.0,Unrecovered
COL3783,INV24286,C15657,2024-05-28,0.0,Unrecovered
COL3784,INV25522,C16475,2024-05-05,0.0,Unrecovered
COL3785,INV26519,C17126,2024-05-12,0.0,Unrecovered
COL3786,INV32069,C20594,2024-05-25,0.0,Unrecovered
COL3787,INV3331,C2151,2024-05-10,218.52,Recovered
COL3788,INV33951,C21778,2024-05-17,181.32,Recovered
COL3789,INV35769,C22934,2024-05-23,0.0,Unrecovered
COL3790,INV36630,C23485,2024-05-24,0.0,Unrecovered
COL3791,INV36871,C23608,2024-05-11,332.29,Recovered
COL3792,INV349,C252,2024-05-20,0.0,Unrecovered
COL3793,INV40495,C25902,2024-05-26,0.0,Unrecovered
COL3794,INV40665,C25997,2024-05-25,111.3,Recovered
COL3795,INV43086,C27707,2024-05-07,0.0,Unrecovered
COL3796,INV43808,C28176,2024-05-17,0.0,Unrecovered
COL3797,INV45206,C29090,2024-05-11,0.0,Unrecovered
COL3798,INV53888,C34789,2024-05-13,0.0,Unrecovered
COL3799,INV54324,C35094,2024-05-10,0.0,Unrecovered
COL3800,INV56184,C36423,2024-05-24,213.15,Recovered
COL3801,INV6205,C4080,2024-05-17,0.0,Unrecovered
COL3802,INV10300,C6822,2024-06-07,0.0,Unrecovered
COL3803,INV13919,C9200,2024-05-18,856.2,Recovered
COL3804,INV15064,C9862,2024-05-19,0.0,Unrecovered
COL3805,INV16343,C10681,2024-05-15,507.77,Recovered
COL3806,INV17517,C11399,2024-05-15,0.0,Unrecovered
COL3807,INV18287,C11790,2024-05-17,0.0,Unrecovered
COL3808,INV21125,C13775,2024-05-14,0.0,Unrecovered
COL3809,INV21735,C14150,2024-06-03,194.73,Recovered
COL3810,INV2278,C1436,2024-05-18,422.68,Recovered
COL3811,INV25834,C16676,2024-06-05,0.0,Unrecovered
COL3812,INV27890,C18071,2024-05-20,137.17,Recovered
COL3813,INV29593,C18959,2024-05-17,209.94,Recovered
COL3814,INV3074,C1959,2024-05-08,0.0,Unrecovered
COL3815,INV32139,C20636,2024-05-06,0.0,Unrecovered
COL3816,INV33649,C21624,2024-05-26,0.0,Unrecovered
COL3817,INV43438,C27945,2024-05-14,497.6,Recovered
COL3818,INV46293,C29833,2024-06-06,144.67,Recovered
COL3819,INV47531,C30621,2024-05-07,349.51,Recovered
COL3820,INV50434,C32491,2024-05-15,726.61,Recovered
COL3821,INV51148,C32912,2024-05-15,338.36,Recovered
COL3822,INV51866,C33367,2024-05-26,0.0,Unrecovered
COL3823,INV53745,C34650,2024-05-12,0.0,Unrecovered
COL3824,INV53849,C34751,2024-05-26,0.0,Unrecovered
COL3825,INV5680,C3766,2024-05-20,122.13,Recovered
COL3826,INV59487,C38579,2024-06-04,0.0,Unrecovered
COL3827,INV60467,C39311,2024-05-09,654.46,Recovered
COL3828,INV6948,C4575,2024-05-28,0.0,Unrecovered
COL3829,INV16544,C10798,2024-05-14,0.0,Unrecovered
COL3830,INV17786,C11541,2024-05-16,0.0,Unrecovered
COL3831,INV19362,C12546,2024-05-20,0.0,Unrecovered
COL3832,INV20155,C13126,2024-05-16,512.92,Recovered
COL3833,INV24587,C15886,2024-05-23,63.73,Recovered
COL3834,INV25310,C16332,2024-05-18,362.23,Recovered
COL3835,INV28105,C18194,2024-05-21,0.0,Unrecovered
COL3836,INV28739,C18495,2024-06-01,449.18,Recovered
COL3837,INV30421,C19494,2024-05-26,414.61,Recovered
COL3838,INV30550,C19574,2024-05-30,184.66,Recovered
COL3839,INV32114,C20624,2024-05-26,92.56,Recovered
COL3840,INV32955,C21128,2024-05-18,0.0,Unrecovered
COL3841,INV34702,C22267,2024-05-16,0.0,Unrecovered
COL3842,INV34754,C22294,2024-05-17,75.26,Recovered
COL3843,INV37072,C23739,2024-05-28,432.85,Recovered
COL3844,INV42089,C27062,2024-05-20,0.0,Unrecovered
COL3845,INV45109,C29024,2024-05-20,0.0,Unrecovered
COL3846,INV49108,C31720,2024-05-19,0.0,Unrecovered
COL3847,INV49319,C31803,2024-05-22,575.95,Recovered
COL3848,INV49597,C31931,2024-05-17,0.0,Unrecovered
COL3849,INV49977,C32165,2024-05-26,359.25,Recovered
COL3850,INV52466,C33787,2024-05-25,168.56,Recovered
COL3851,INV54218,C35012,2024-05-29,302.09,Recovered
COL3852,INV5508,C3622,2024-05-09,742.02,Recovered
COL3853,INV6081,C4030,2024-05-16,739.29,Recovered
COL3854,INV6381,C4236,2024-05-25,0.0,Unrecovered
COL3855,INV10635,C7030,2024-05-28,383.02,Recovered
COL3856,INV11840,C7742,2024-05-27,401.52,Recovered
COL3857,INV12635,C8276,2024-05-11,229.57,Recovered
COL3858,INV13312,C8773,2024-05-31,61.37,Recovered
COL3859,INV1653,C1125,2024-05-30,507.29,Recovered
COL3860,INV17444,C11346,2024-06-01,0.0,Unrecovered
COL3861,INV18689,C12044,2024-05-30,448.19,Recovered
COL3862,INV19566,C12679,2024-05-30,0.0,Unrecovered
COL3863,INV20331,C13242,2024-05-15,586.68,Recovered
COL3864,INV23419,C15110,2024-05-20,57.24,Recovered
COL3865,INV24737,C15981,2024-06-01,0.0,Unrecovered
COL3866,INV26606,C17190,2024-05-09,0.0,Unrecovered
COL3867,INV31045,C19899,2024-05-20,569.76,Recovered
COL3868,INV31229,C20013,2024-05-27,0.0,Unrecovered
COL3869,INV73237,C21070,2024-05-13,0.0,Unrecovered
COL3870,INV34629,C22234,2024-05-09,343.74,Recovered
COL3871,INV39027,C24944,2024-05-20,117.38,Recovered
COL3872,INV39052,C24952,2024-05-10,298.58,Recovered
COL3873,INV42335,C27227,2024-05-25,0.0,Unrecovered
COL3874,INV4270,C2765,2024-05-24,0.0,Unrecovered
COL3875,INV44676,C28724,2024-05-30,0.0,Unrecovered
COL3876,INV77220,C28927,2024-05-20,0.0,Unrecovered
COL3877,INV45656,C29442,2024-05-27,113.14,Recovered
COL3878,INV46161,C29745,2024-05-10,0.0,Unrecovered
COL3879,INV46401,C29910,2024-05-23,455.55,Recovered
COL3880,INV47970,C30963,2024-05-08,204.18,Recovered
COL3881,INV448,C310,2024-06-01,200.28,Recovered
COL3882,INV63156,C3150,2024-05-11,816.54,Recovered
COL3883,INV48987,C31641,2024-05-10,0.0,Unrecovered
COL3884,INV49553,C31920,2024-05-10,266.52,Recovered
COL3885,INV49912,C32125,2024-05-21,803.98,Recovered
COL3886,INV51376,C33051,2024-06-01,0.0,Unrecovered
COL3887,INV53765,C34677,2024-05-21,0.0,Unrecovered
COL3888,INV60065,C39019,2024-05-24,130.61,Recovered
COL3889,INV6998,C4609,2024-05-17,0.0,Unrecovered
COL3890,INV9056,C5921,2024-05-13,0.0,Unrecovered
COL3891,INV10416,C6903,2024-05-17,596.42,Recovered
COL3892,INV10945,C7224,2024-05-20,452.95,Recovered
COL3893,INV1039,C753,2024-06-03,0.0,Unrecovered
COL3894,INV184,C137,2024-05-20,162.05,Recovered
COL3895,INV21451,C13937,2024-05-25,218.82,Recovered
COL3896,INV22365,C14545,2024-05-16,239.41,Recovered
COL3897,INV25802,C16661,2024-05-11,847.88,Recovered
COL3898,INV72013,C18978,2024-05-30,0.0,Unrecovered
COL3899,INV34958,C22410,2024-05-09,308.23,Recovered
COL3900,INV35477,C22782,2024-05-20,305.85,Recovered
COL3901,INV36721,C23521,2024-06-01,0.0,Unrecovered
COL3902,INV40670,C26007,2024-05-16,192.5,Recovered
COL3903,INV51272,C32997,2024-05-13,455.39,Recovered
COL3904,INV58675,C38028,2024-05-31,478.39,Recovered
COL3905,INV60793,C39508,2024-05-24,0.0,Unrecovered
COL3906,INV13708,C9045,2024-06-09,0.0,Unrecovered
COL3907,INV15742,C10328,2024-05-15,0.0,Unrecovered
COL3908,INV16220,C10602,2024-05-24,0.0,Unrecovered
COL3909,INV20923,C13636,2024-06-01,378.92,Recovered
COL3910,INV21570,C14043,2024-06-02,0.0,Unrecovered
COL3911,INV24521,C15854,2024-05-29,191.44,Recovered
COL3912,INV25909,C16734,2024-05-22,240.45,Recovered
COL3913,INV26763,C17330,2024-06-04,286.31,Recovered
COL3914,INV26991,C17487,2024-05-11,0.0,Unrecovered
COL3915,INV28769,C18499,2024-05-22,0.0,Unrecovered
COL3916,INV72553,C19767,2024-05-19,275.06,Recovered
COL3917,INV32494,C20850,2024-05-18,897.83,Recovered
COL3918,INV37239,C23878,2024-05-29,0.0,Unrecovered
COL3919,INV39044,C24950,2024-05-24,540.5,Recovered
COL3920,INV45777,C29529,2024-05-16,308.06,Recovered
COL3921,INV47206,C30426,2024-05-18,0.0,Unrecovered
COL3922,INV47590,C30665,2024-05-26,0.0,Unrecovered
COL3923,INV78673,C31295,2024-05-31,2565.95,Recovered
COL3924,INV79573,C32745,2024-06-01,2840.95,Recovered
COL3925,INV52161,C33599,2024-05-24,42.66,Recovered
COL3926,INV57172,C37127,2024-06-04,0.0,Unrecovered
COL3927,INV60668,C39440,2024-06-02,192.92,Recovered
COL3928,INV11245,C7408,2024-05-11,949.66,Recovered
COL3929,INV66457,C8922,2024-05-28,5775.97,Recovered
COL3930,INV13695,C9040,2024-05-31,46.69,Recovered
COL3931,INV1385,C961,2024-06-02,194.04,Recovered
COL3932,INV18868,C12190,2024-06-02,0.0,Unrecovered
COL3933,INV19160,C12363,2024-05-26,0.0,Unrecovered
COL3934,INV1925,C1248,2024-05-29,0.0,Unrecovered
COL3935,INV2208,C1404,2024-05-13,768.03,Recovered
COL3936,INV23210,C14942,2024-05-22,0.0,Unrecovered
COL3937,INV23548,C15189,2024-05-30,390.89,Recovered
COL3938,INV2630,C1697,2024-05-22,0.0,Unrecovered
COL3939,INV27623,C17943,2024-05-14,373.83,Recovered
COL3940,INV27635,C17945,2024-05-22,77.9,Recovered
COL3941,INV29440,C18893,2024-05-30,249.9,Recovered
COL3942,INV31360,C20144,2024-05-24,377.03,Recovered
COL3943,INV31645,C20335,2024-05-17,0.0,Unrecovered
COL3944,INV32548,C20876,2024-05-26,224.21,Recovered
COL3945,INV32807,C21010,2024-06-06,0.0,Unrecovered
COL3946,INV33312,C21362,2024-05-17,365.03,Recovered
COL3947,INV3319,C2149,2024-06-11,0.0,Unrecovered
COL3948,INV74460,C23519,2024-05-25,141.45,Recovered
COL3949,INV37531,C24070,2024-05-26,0.0,Unrecovered
COL3950,INV38452,C24576,2024-06-05,117.59,Recovered
COL3951,INV3941,C2565,2024-06-06,225.6,Recovered
COL3952,INV40194,C25697,2024-05-15,0.0,Unrecovered
COL3953,INV62940,C2654,2024-05-23,543.31,Recovered
COL3954,INV42373,C27272,2024-05-30,120.2,Recovered
COL3955,INV44323,C28514,2024-05-25,498.52,Recovered
COL3956,INV46503,C29964,2024-05-21,246.55,Recovered
COL3957,INV49277,C31783,2024-05-14,0.0,Unrecovered
COL3958,INV50537,C32539,2024-05-16,0.0,Unrecovered
COL3959,INV52712,C33967,2024-05-23,334.81,Recovered
COL3960,INV54923,C35492,2024-05-11,0.0,Unrecovered
COL3961,INV82873,C39838,2024-05-25,7518.54,Recovered
COL3962,INV8829,C5774,2024-05-17,0.0,Unrecovered
COL3963,INV11358,C7469,2024-06-01,0.0,Unrecovered
COL3964,INV17504,C11388,2024-05-16,223.82,Recovered
COL3965,INV18430,C11896,2024-05-20,209.53,Recovered
COL3966,INV18530,C11955,2024-05-12,385.38,Recovered
COL3967,INV68257,C12076,2024-05-25,2967.48,Recovered
COL3968,INV20298,C13228,2024-05-26,0.0,Unrecovered
COL3969,INV20658,C13481,2024-05-13,354.51,Recovered
COL3970,INV70322,C15666,2024-05-26,5141.86,Recovered
COL3971,INV26777,C17333,2024-05-18,630.12,Recovered
COL3972,INV2798,C1790,2024-06-03,241.72,Recovered
COL3973,INV31604,C20305,2024-05-20,0.0,Unrecovered
COL3974,INV36488,C23369,2024-05-14,225.26,Recovered
COL3975,INV74474,C23534,2024-05-25,5732.69,Recovered
COL3976,INV37257,C23896,2024-06-01,250.92,Recovered
COL3977,INV47518,C30616,2024-05-29,0.0,Unrecovered
COL3978,INV63384,C3458,2024-05-30,308.71,Recovered
COL3979,INV54823,C35418,2024-05-26,300.14,Recovered
COL3980,INV80737,C35696,2024-05-20,226.37,Recovered
COL3981,INV55939,C36244,2024-05-20,323.39,Recovered
COL3982,INV57041,C37022,2024-05-28,0.0,Unrecovered
COL3983,INV57514,C37336,2024-05-18,586.37,Recovered
COL3984,INV60351,C39225,2024-05-13,0.0,Unrecovered
COL3985,INV61297,C39781,2024-06-11,196.18,Recovered
