quote_id,customer_id,plan_id,list_price,discount_percent,discount_start_date,discount_end_date,final_price,quote_date,status,quote_end_date
Q5280,C5280,BM,400,3,2024-01-16,2024-02-15 00:00:00,388.0,2024-01-16,Approved,
Q5281,C5281,PM,1000,1,2024-02-18,2024-03-19 00:00:00,990.0,2024-02-18,Rejected,
Q5282,C5282,BM,400,1,2024-01-18,2024-02-17 00:00:00,396.0,2024-01-18,Rejected,
Q5283,C5283,BM,400,10,2024-01-10,,360.0,2024-01-10,Converted,
Q5284,C5284,PY,10000,14,2024-01-21,2024-02-20 00:00:00,8600.0,2024-01-21,Converted,
Q5285,C5285,BY,4000,8,2024-02-20,2024-03-21 00:00:00,3680.0,2024-02-20,Approved,
Q5286,C5286,BY,4000,9,2024-02-23,2024-03-24 00:00:00,3640.0,2024-02-23,Rejected,
Q5287,C5287,PY,10000,11,2024-01-15,2024-02-14 00:00:00,8900.0,2024-01-15,Draft,
Q5288,C5288,BM,400,7,2024-01-15,2024-02-14 00:00:00,372.0,2024-01-15,Approved,
Q5289,C5289,PM,1000,9,2024-01-11,2024-02-10 00:00:00,910.0,2024-01-11,Approved,
Q5290,C5290,BM,400,9,2024-02-09,2024-03-10 00:00:00,364.0,2024-02-09,Draft,
Q5291,C5291,BM,400,7,2024-02-23,2024-03-24 00:00:00,372.0,2024-02-23,Draft,
Q5292,C5292,PM,1000,7,2024-02-17,2024-03-18 00:00:00,929.9999999999999,2024-02-17,Rejected,
Q5293,C5293,PY,10000,4,2024-02-11,2024-03-12 00:00:00,9600.0,2024-02-11,Converted,
Q5294,C5294,BY,4000,10,2024-02-10,,3600.0,2024-02-10,Converted,
Q5295,C5295,PY,10000,3,2024-02-16,2024-03-17 00:00:00,9700.0,2024-02-16,Draft,
Q5296,C5296,PY,10000,9,2024-02-23,2024-03-24 00:00:00,9100.0,2024-02-23,Approved,
Q5297,C5297,BM,400,10,2024-02-06,2024-03-07 00:00:00,360.0,2024-02-06,Converted,
Q5298,C5298,BY,4000,2,2024-01-20,2024-02-19 00:00:00,3920.0,2024-01-20,Converted,
Q5299,C5299,BY,4000,1,2024-02-03,2024-03-04 00:00:00,3960.0,2024-02-03,Draft,
Q5300,C5300,PY,10000,9,2024-01-22,2024-02-21 00:00:00,9100.0,2024-01-22,Approved,
Q5301,C5301,PM,1000,4,2024-02-17,2024-03-18 00:00:00,960.0,2024-02-17,Draft,
Q5302,C5302,PY,10000,13,2024-01-18,2024-02-17 00:00:00,8700.0,2024-01-18,Rejected,
Q5303,C5303,PM,1000,7,2024-01-16,,929.9999999999999,2024-01-16,Rejected,
Q5304,C5304,BY,4000,4,2024-01-05,2024-02-04 00:00:00,3840.0,2024-01-05,Draft,
Q5305,C5305,PY,10000,6,2024-01-01,2024-01-31 00:00:00,9400.0,2024-01-01,Approved,
Q5306,C5306,BM,400,4,2024-01-19,2024-02-18 00:00:00,384.0,2024-01-19,Approved,
Q5307,C5307,PY,10000,9,2024-01-10,2024-02-09 00:00:00,9100.0,2024-01-10,Converted,
Q5308,C5308,BY,4000,8,2024-01-21,2024-02-20 00:00:00,3680.0,2024-01-21,Converted,
Q5309,C5309,BM,400,7,2024-01-13,,372.0,2024-01-13,Approved,
Q5310,C5310,BM,400,7,2024-02-24,2024-03-25 00:00:00,372.0,2024-02-24,Approved,
Q5311,C5311,PM,1000,0,2024-01-24,2024-02-23 00:00:00,1000.0,2024-01-24,Converted,
Q5312,C5312,BM,400,4,2024-01-23,2024-02-22 00:00:00,384.0,2024-01-23,Converted,
Q5313,C5313,BM,400,8,2024-01-23,2024-02-22 00:00:00,368.0,2024-01-23,Approved,
Q5314,C5314,PY,10000,10,2024-01-11,2024-02-10 00:00:00,9000.0,2024-01-11,Draft,
Q5315,C5315,BY,4000,7,2024-02-16,2024-03-17 00:00:00,3719.9999999999995,2024-02-16,Converted,
Q5316,C5316,PM,1000,0,2024-01-02,2024-02-01 00:00:00,1000.0,2024-01-02,Converted,
Q5317,C5317,PY,10000,8,2024-01-06,2024-02-05 00:00:00,9200.0,2024-01-06,Approved,
Q5318,C5318,BM,400,9,2024-02-22,2024-03-23 00:00:00,364.0,2024-02-22,Rejected,
Q5319,C5319,BM,400,10,2024-01-11,2024-02-10 00:00:00,360.0,2024-01-11,Draft,
Q5320,C5320,PM,1000,0,2024-01-15,2024-02-14 00:00:00,1000.0,2024-01-15,Rejected,
Q5321,C5321,BY,4000,4,2024-01-09,2024-02-08 00:00:00,3840.0,2024-01-09,Converted,
Q5322,C5322,PM,1000,14,2024-01-12,,860.0,2024-01-12,Approved,
Q5323,C5323,PY,10000,9,2024-02-27,2024-03-28 00:00:00,9100.0,2024-02-27,Converted,
Q5324,C5324,PM,1000,14,2024-02-28,2024-03-29 00:00:00,860.0,2024-02-28,Draft,
Q5325,C5325,BM,400,0,2024-02-05,2024-03-06 00:00:00,400.0,2024-02-05,Converted,
Q5326,C5326,PY,10000,14,2024-01-28,2024-02-27 00:00:00,8600.0,2024-01-28,Converted,
Q5327,C5327,BM,400,7,2024-01-23,2024-02-22 00:00:00,372.0,2024-01-23,Draft,
Q5328,C5328,BY,4000,10,2024-01-27,,3600.0,2024-01-27,Converted,
Q5329,C5329,BM,400,1,2024-01-24,2024-02-23 00:00:00,396.0,2024-01-24,Converted,
Q5330,C5330,BM,400,5,2024-01-14,2024-02-13 00:00:00,380.0,2024-01-14,Approved,
Q5331,C5331,PM,1000,1,2024-02-23,2024-03-24 00:00:00,990.0,2024-02-23,Draft,
Q5332,C5332,BM,400,1,2024-02-04,2024-03-05 00:00:00,396.0,2024-02-04,Converted,
Q5333,C5333,PY,10000,0,2024-01-27,2024-02-26 00:00:00,10000.0,2024-01-27,Approved,
Q5334,C5334,PY,10000,5,2024-01-21,2024-02-20 00:00:00,9500.0,2024-01-21,Rejected,
Q5335,C5335,BY,4000,4,2024-02-18,2024-03-19 00:00:00,3840.0,2024-02-18,Approved,
Q5336,C5336,PY,10000,3,2024-01-13,2024-02-12 00:00:00,9700.0,2024-01-13,Converted,
Q5337,C5337,PM,1000,13,2024-01-08,,870.0,2024-01-08,Draft,
Q5338,C5338,BY,4000,10,2024-02-13,2024-03-14 00:00:00,3600.0,2024-02-13,Draft,
Q5339,C5339,PY,10000,3,2024-02-13,2024-03-14 00:00:00,9700.0,2024-02-13,Converted,
Q5340,C5340,PM,1000,8,2024-02-13,2024-03-14 00:00:00,920.0,2024-02-13,Draft,
Q5341,C5341,PY,10000,10,2024-02-28,2024-03-29 00:00:00,9000.0,2024-02-28,Converted,
Q5342,C5342,PY,10000,1,2024-02-03,2024-03-04 00:00:00,9900.0,2024-02-03,Draft,
Q5343,C5343,BM,400,9,2024-02-11,2024-03-12 00:00:00,364.0,2024-02-11,Rejected,
Q5344,C5344,PY,10000,6,2024-01-23,2024-02-22 00:00:00,9400.0,2024-01-23,Approved,
Q5345,C5345,PY,10000,13,2024-01-09,2024-02-08 00:00:00,8700.0,2024-01-09,Approved,
Q5346,C5346,PM,1000,4,2024-01-01,2024-01-31 00:00:00,960.0,2024-01-01,Amended,2024-03-03 00:00:00
Q5347,C5347,PM,1000,14,2024-02-05,,860.0,2024-02-05,Converted,
Q5348,C5348,BM,400,10,2024-02-24,2024-03-25 00:00:00,360.0,2024-02-24,Approved,
Q5349,C5349,PY,10000,9,2024-02-15,2024-03-16 00:00:00,9100.0,2024-02-15,Draft,
Q5350,C5350,BM,400,10,2024-01-16,2024-02-15 00:00:00,360.0,2024-01-16,Approved,
Q5351,C5351,PY,10000,13,2024-01-25,2024-02-24 00:00:00,8700.0,2024-01-25,Rejected,
Q5352,C5352,BY,4000,8,2024-01-18,2024-02-17 00:00:00,3680.0,2024-01-18,Draft,
Q5353,C5353,BY,4000,3,2024-02-03,2024-03-04 00:00:00,3880.0,2024-02-03,Converted,
Q5354,C5354,BM,400,5,2024-02-07,2024-03-08 00:00:00,380.0,2024-02-07,Amended,2024-05-08 00:00:00
Q5355,C5355,BM,400,10,2024-01-03,2024-02-02 00:00:00,360.0,2024-01-03,Amended,2024-04-05 00:00:00
Q5356,C5356,BM,400,10,2024-01-20,2024-02-19 00:00:00,360.0,2024-01-20,Rejected,
Q5357,C5357,PM,1000,12,2024-01-19,2024-02-18 00:00:00,880.0,2024-01-19,Approved,
Q5358,C5358,PM,1000,1,2024-01-13,2024-02-12 00:00:00,990.0,2024-01-13,Draft,
Q5359,C5359,PM,1000,0,2024-01-17,,1000.0,2024-01-17,Converted,
Q5360,C5360,BM,400,10,2024-01-14,,360.0,2024-01-14,Approved,
Q5361,C5361,PY,10000,0,2024-01-30,2024-02-29 00:00:00,10000.0,2024-01-30,Approved,
Q5362,C5362,BY,4000,3,2024-01-22,,3880.0,2024-01-22,Approved,
Q5363,C5363,BM,400,10,2024-02-12,2024-03-13 00:00:00,360.0,2024-02-12,Draft,
Q5364,C5364,PM,1000,8,2024-02-17,2024-03-18 00:00:00,920.0,2024-02-17,Rejected,
Q5365,C5365,PM,1000,2,2024-02-12,2024-03-13 00:00:00,980.0,2024-02-12,Converted,
Q5366,C5366,BM,400,10,2024-01-29,,360.0,2024-01-29,Converted,
Q5367,C5367,BM,400,10,2024-02-19,,360.0,2024-02-19,Converted,
Q5368,C5368,PM,1000,2,2024-01-02,2024-02-01 00:00:00,980.0,2024-01-02,Draft,
Q5369,C5369,PY,10000,14,2024-02-24,2024-03-25 00:00:00,8600.0,2024-02-24,Converted,
Q5370,C5370,PM,1000,14,2024-02-22,2024-03-23 00:00:00,860.0,2024-02-22,Amended,2024-07-24 00:00:00
Q5371,C5371,PM,1000,11,2024-01-08,2024-02-07 00:00:00,890.0,2024-01-08,Draft,
Q5372,C5372,BM,400,10,2024-01-14,2024-02-13 00:00:00,360.0,2024-01-14,Draft,
Q5373,C5373,PY,10000,6,2024-02-03,2024-03-04 00:00:00,9400.0,2024-02-03,Converted,
Q5374,C5374,PM,1000,7,2024-01-13,2024-02-12 00:00:00,929.9999999999999,2024-01-13,Converted,
Q5375,C5375,PM,1000,10,2024-01-10,2024-02-09 00:00:00,900.0,2024-01-10,Rejected,
Q5376,C5376,BY,4000,5,2024-01-08,2024-02-07 00:00:00,3800.0,2024-01-08,Approved,
Q5377,C5377,BM,400,0,2024-01-07,2024-02-06 00:00:00,400.0,2024-01-07,Converted,
Q5378,C5378,BY,4000,5,2024-01-13,2024-02-12 00:00:00,3800.0,2024-01-13,Converted,
Q5379,C5379,BY,4000,7,2024-01-26,,3719.9999999999995,2024-01-26,Rejected,
Q5380,C5380,PM,1000,4,2024-02-25,2024-03-26 00:00:00,960.0,2024-02-25,Converted,
Q5381,C5381,BM,400,7,2024-02-28,2024-03-29 00:00:00,372.0,2024-02-28,Rejected,
Q5382,C5382,PY,10000,11,2024-02-01,2024-03-02 00:00:00,8900.0,2024-02-01,Approved,
Q5383,C5383,PM,1000,0,2024-01-19,2024-02-18 00:00:00,1000.0,2024-01-19,Converted,
Q5384,C5384,PY,10000,11,2024-02-25,2024-03-26 00:00:00,8900.0,2024-02-25,Rejected,
Q5385,C5385,PY,10000,3,2024-01-15,2024-02-14 00:00:00,9700.0,2024-01-15,Rejected,
Q5386,C5386,BM,400,10,2024-02-23,,360.0,2024-02-23,Rejected,
Q5387,C5387,BY,4000,10,2024-01-02,2024-02-01 00:00:00,3600.0,2024-01-02,Rejected,
Q5388,C5388,BM,400,8,2024-02-23,2024-03-24 00:00:00,368.0,2024-02-23,Approved,
Q5389,C5389,PY,10000,9,2024-02-06,2024-03-07 00:00:00,9100.0,2024-02-06,Approved,
Q5390,C5390,PM,1000,4,2024-01-19,,960.0,2024-01-19,Approved,
Q5391,C5391,PY,10000,12,2024-02-02,2024-03-03 00:00:00,8800.0,2024-02-02,Draft,
Q5392,C5392,PM,1000,9,2024-02-08,2024-03-09 00:00:00,910.0,2024-02-08,Amended,2024-04-12 00:00:00
Q5393,C5393,PM,1000,11,2024-02-19,2024-03-20 00:00:00,890.0,2024-02-19,Converted,
Q5394,C5394,BM,400,9,2024-02-02,2024-03-03 00:00:00,364.0,2024-02-02,Converted,
Q5395,C5395,PY,10000,13,2024-01-01,2024-01-31 00:00:00,8700.0,2024-01-01,Converted,
Q5396,C5396,BY,4000,2,2024-02-08,2024-03-09 00:00:00,3920.0,2024-02-08,Draft,
Q5397,C5397,PY,10000,2,2024-01-28,2024-02-27 00:00:00,9800.0,2024-01-28,Approved,
Q5398,C5398,PY,10000,8,2024-01-17,2024-02-16 00:00:00,9200.0,2024-01-17,Converted,
Q5399,C5399,BY,4000,0,2024-02-26,2024-03-27 00:00:00,4000.0,2024-02-26,Approved,
Q5400,C5400,BM,400,10,2024-01-06,,360.0,2024-01-06,Amended,2024-04-09 00:00:00
Q5401,C5401,PY,10000,5,2024-02-21,,9500.0,2024-02-21,Converted,
Q5402,C5402,PY,10000,5,2024-02-13,2024-03-14 00:00:00,9500.0,2024-02-13,Converted,
Q5403,C5403,PM,1000,9,2024-01-20,,910.0,2024-01-20,Rejected,
Q5404,C5404,PY,10000,14,2024-02-16,2024-03-17 00:00:00,8600.0,2024-02-16,Rejected,
Q5405,C5405,BY,4000,7,2024-01-13,2024-02-12 00:00:00,3719.9999999999995,2024-01-13,Converted,
Q5406,C5406,PM,1000,13,2024-01-12,2024-02-11 00:00:00,870.0,2024-01-12,Rejected,
Q5407,C5407,BM,400,7,2024-01-30,2024-02-29 00:00:00,372.0,2024-01-30,Amended,2024-11-03 00:00:00
Q5408,C5408,PM,1000,0,2024-01-21,2024-02-20 00:00:00,1000.0,2024-01-21,Rejected,
Q5409,C5409,BY,4000,6,2024-01-02,,3760.0,2024-01-02,Rejected,
Q5410,C5410,BY,4000,9,2024-02-22,2024-03-23 00:00:00,3640.0,2024-02-22,Approved,
Q5411,C5411,PM,1000,0,2024-01-18,2024-02-17 00:00:00,1000.0,2024-01-18,Approved,
Q5412,C5412,BM,400,7,2024-01-28,,372.0,2024-01-28,Draft,
Q5413,C5413,PM,1000,4,2024-01-04,,960.0,2024-01-04,Approved,
Q5414,C5414,BM,400,1,2024-02-11,2024-03-12 00:00:00,396.0,2024-02-11,Approved,
Q5415,C5415,PM,1000,2,2024-02-12,2024-03-13 00:00:00,980.0,2024-02-12,Rejected,
Q5416,C5416,BY,4000,10,2024-02-22,2024-03-23 00:00:00,3600.0,2024-02-22,Approved,
Q5417,C5417,PY,10000,13,2024-01-06,2024-02-05 00:00:00,8700.0,2024-01-06,Draft,
Q5418,C5418,PY,10000,14,2024-02-07,2024-03-08 00:00:00,8600.0,2024-02-07,Approved,
Q5419,C5419,BM,400,8,2024-01-09,2024-02-08 00:00:00,368.0,2024-01-09,Approved,
Q5420,C5420,BM,400,1,2024-01-20,2024-02-19 00:00:00,396.0,2024-01-20,Approved,
Q5421,C5421,BM,400,3,2024-02-14,2024-03-15 00:00:00,388.0,2024-02-14,Draft,
Q5422,C5422,BY,4000,6,2024-01-30,2024-02-29 00:00:00,3760.0,2024-01-30,Approved,
Q5423,C5423,PM,1000,7,2024-02-06,2024-03-07 00:00:00,929.9999999999999,2024-02-06,Approved,
Q5424,C5424,BY,4000,10,2024-02-07,2024-03-08 00:00:00,3600.0,2024-02-07,Converted,
Q5425,C5425,PY,10000,2,2024-01-04,2024-02-03 00:00:00,9800.0,2024-01-04,Draft,
Q5426,C5426,BM,400,9,2024-02-07,2024-03-08 00:00:00,364.0,2024-02-07,Draft,
Q5427,C5427,PM,1000,9,2024-02-19,2024-03-20 00:00:00,910.0,2024-02-19,Amended,2024-08-21 00:00:00
Q5428,C5428,PY,10000,15,2024-02-29,,8500.0,2024-02-29,Approved,
Q5429,C5429,PY,10000,7,2024-01-13,2024-02-12 00:00:00,9300.0,2024-01-13,Converted,
Q5430,C5430,PY,10000,5,2024-02-24,2024-03-25 00:00:00,9500.0,2024-02-24,Approved,
Q5431,C5431,BY,4000,10,2024-02-04,2024-03-05 00:00:00,3600.0,2024-02-04,Approved,
Q5432,C5432,BM,400,10,2024-01-30,2024-02-29 00:00:00,360.0,2024-01-30,Converted,
Q5433,C5433,PY,10000,7,2024-02-11,2024-03-12 00:00:00,9300.0,2024-02-11,Approved,
Q5434,C5434,BM,400,10,2024-01-04,2024-02-03 00:00:00,360.0,2024-01-04,Draft,
Q5435,C5435,BY,4000,10,2024-01-25,2024-02-24 00:00:00,3600.0,2024-01-25,Approved,
Q5436,C5436,PY,10000,15,2024-01-31,,8500.0,2024-01-31,Converted,
Q5437,C5437,BY,4000,7,2024-02-16,2024-03-17 00:00:00,3719.9999999999995,2024-02-16,Rejected,
Q5438,C5438,BY,4000,2,2024-01-12,2024-02-11 00:00:00,3920.0,2024-01-12,Converted,
Q5439,C5439,BM,400,6,2024-01-15,2024-02-14 00:00:00,376.0,2024-01-15,Amended,2024-10-17 00:00:00
Q5440,C5440,PY,10000,7,2024-02-22,2024-03-23 00:00:00,9300.0,2024-02-22,Converted,
Q5441,C5441,BY,4000,10,2024-02-26,2024-03-27 00:00:00,3600.0,2024-02-26,Converted,
Q5442,C5442,PY,10000,5,2024-01-26,2024-02-25 00:00:00,9500.0,2024-01-26,Approved,
Q5443,C5443,BM,400,5,2024-02-27,2024-03-28 00:00:00,380.0,2024-02-27,Draft,
Q5444,C5444,BY,4000,6,2024-01-10,2024-02-09 00:00:00,3760.0,2024-01-10,Converted,
Q5445,C5445,BM,400,10,2024-01-12,2024-02-11 00:00:00,360.0,2024-01-12,Amended,2024-09-16 00:00:00
Q5446,C5446,PY,10000,12,2024-02-27,2024-03-28 00:00:00,8800.0,2024-02-27,Rejected,
Q5447,C5447,PY,10000,3,2024-01-22,2024-02-21 00:00:00,9700.0,2024-01-22,Converted,
Q5448,C5448,BM,400,9,2024-02-09,2024-03-10 00:00:00,364.0,2024-02-09,Converted,
Q5449,C5449,PM,1000,12,2024-02-22,2024-03-23 00:00:00,880.0,2024-02-22,Rejected,
Q5450,C5450,BY,4000,10,2024-01-21,2024-02-20 00:00:00,3600.0,2024-01-21,Approved,
Q5451,C5451,PY,10000,14,2024-02-04,2024-03-05 00:00:00,8600.0,2024-02-04,Converted,
Q5452,C5452,PY,10000,9,2024-01-07,2024-02-06 00:00:00,9100.0,2024-01-07,Converted,
Q5453,C5453,BY,4000,8,2024-01-18,2024-02-17 00:00:00,3680.0,2024-01-18,Converted,
Q5454,C5454,BM,400,2,2024-01-27,,392.0,2024-01-27,Approved,
Q5455,C5455,BM,400,10,2024-02-29,,360.0,2024-02-29,Rejected,
Q5456,C5456,BM,400,8,2024-02-04,2024-03-05 00:00:00,368.0,2024-02-04,Approved,
Q5457,C5457,PM,1000,7,2024-02-16,2024-03-17 00:00:00,929.9999999999999,2024-02-16,Converted,
Q5458,C5458,PM,1000,6,2024-01-02,,940.0,2024-01-02,Approved,
Q5459,C5459,PY,10000,14,2024-02-01,2024-03-02 00:00:00,8600.0,2024-02-01,Converted,
Q5460,C5460,BM,400,10,2024-01-15,2024-02-14 00:00:00,360.0,2024-01-15,Amended,2024-04-18 00:00:00
Q5461,C5461,BY,4000,4,2024-02-14,2024-03-15 00:00:00,3840.0,2024-02-14,Converted,
Q5462,C5462,PY,10000,1,2024-01-24,2024-02-23 00:00:00,9900.0,2024-01-24,Rejected,
Q5463,C5463,BY,4000,10,2024-01-20,2024-02-19 00:00:00,3600.0,2024-01-20,Rejected,
Q5464,C5464,PY,10000,1,2024-01-10,2024-02-09 00:00:00,9900.0,2024-01-10,Rejected,
Q5465,C5465,PM,1000,3,2024-02-25,2024-03-26 00:00:00,970.0,2024-02-25,Draft,
Q5466,C5466,PY,10000,4,2024-01-24,2024-02-23 00:00:00,9600.0,2024-01-24,Rejected,
Q5467,C5467,PM,1000,11,2024-01-24,,890.0,2024-01-24,Draft,
Q5468,C5468,PY,10000,3,2024-01-24,2024-02-23 00:00:00,9700.0,2024-01-24,Rejected,
Q5469,C5469,BM,400,10,2024-02-09,2024-03-10 00:00:00,360.0,2024-02-09,Converted,
Q5470,C5470,BY,4000,10,2024-02-17,2024-03-18 00:00:00,3600.0,2024-02-17,Rejected,
Q5471,C5471,BM,400,10,2024-02-29,,360.0,2024-02-29,Converted,
Q5472,C5472,PY,10000,1,2024-02-26,2024-03-27 00:00:00,9900.0,2024-02-26,Approved,
Q5473,C5473,PY,10000,3,2024-02-17,2024-03-18 00:00:00,9700.0,2024-02-17,Rejected,
Q5474,C5474,PY,10000,10,2024-02-03,2024-03-04 00:00:00,9000.0,2024-02-03,Approved,
Q5475,C5475,PM,1000,12,2024-02-10,2024-03-11 00:00:00,880.0,2024-02-10,Approved,
Q5476,C5476,BY,4000,4,2024-02-09,2024-03-10 00:00:00,3840.0,2024-02-09,Approved,
Q5477,C5477,BY,4000,3,2024-01-11,2024-02-10 00:00:00,3880.0,2024-01-11,Converted,
Q5478,C5478,PY,10000,5,2024-01-26,2024-02-25 00:00:00,9500.0,2024-01-26,Rejected,
Q5479,C5479,PY,10000,12,2024-01-01,2024-01-31 00:00:00,8800.0,2024-01-01,Rejected,
Q5480,C5480,PM,1000,9,2024-01-30,2024-02-29 00:00:00,910.0,2024-01-30,Approved,
Q5481,C5481,BM,400,6,2024-02-22,2024-03-23 00:00:00,376.0,2024-02-22,Approved,
Q5482,C5482,BM,400,4,2024-02-12,2024-03-13 00:00:00,384.0,2024-02-12,Approved,
Q5483,C5483,BY,4000,8,2024-01-18,2024-02-17 00:00:00,3680.0,2024-01-18,Rejected,
Q5484,C5484,PM,1000,12,2024-01-26,2024-02-25 00:00:00,880.0,2024-01-26,Approved,
Q5485,C5485,PY,10000,3,2024-02-22,2024-03-23 00:00:00,9700.0,2024-02-22,Approved,
Q5486,C5486,BY,4000,10,2024-02-16,2024-03-17 00:00:00,3600.0,2024-02-16,Converted,
Q5487,C5487,PM,1000,9,2024-02-25,2024-03-26 00:00:00,910.0,2024-02-25,Converted,
Q5488,C5488,BM,400,1,2024-01-09,2024-02-08 00:00:00,396.0,2024-01-09,Amended,2024-07-12 00:00:00
Q5489,C5489,PM,1000,10,2024-01-09,2024-02-08 00:00:00,900.0,2024-01-09,Converted,
Q5490,C5490,BM,400,9,2024-01-01,2024-01-31 00:00:00,364.0,2024-01-01,Approved,
Q5491,C5491,PM,1000,7,2024-01-07,2024-02-06 00:00:00,929.9999999999999,2024-01-07,Rejected,
Q5492,C5492,BY,4000,10,2024-02-13,2024-03-14 00:00:00,3600.0,2024-02-13,Draft,
Q5493,C5493,BM,400,3,2024-02-28,2024-03-29 00:00:00,388.0,2024-02-28,Rejected,
Q5494,C5494,BY,4000,3,2024-02-25,2024-03-26 00:00:00,3880.0,2024-02-25,Draft,
Q5495,C5495,BY,4000,2,2024-02-11,2024-03-12 00:00:00,3920.0,2024-02-11,Approved,
Q5496,C5496,BM,400,10,2024-02-20,2024-03-21 00:00:00,360.0,2024-02-20,Amended,2024-04-21 00:00:00
Q5497,C5497,BM,400,8,2024-01-16,2024-02-15 00:00:00,368.0,2024-01-16,Approved,
Q5498,C5498,PY,10000,3,2024-02-07,2024-03-08 00:00:00,9700.0,2024-02-07,Approved,
Q5499,C5499,PY,10000,1,2024-01-11,,9900.0,2024-01-11,Approved,
Q5500,C5500,PY,10000,10,2024-02-20,2024-03-21 00:00:00,9000.0,2024-02-20,Converted,
Q5501,C5501,BY,4000,10,2024-01-25,2024-02-24 00:00:00,3600.0,2024-01-25,Approved,
Q5502,C5502,BY,4000,0,2024-01-29,2024-02-28 00:00:00,4000.0,2024-01-29,Draft,
Q5503,C5503,PY,10000,11,2024-01-19,2024-02-18 00:00:00,8900.0,2024-01-19,Draft,
Q5504,C5504,BY,4000,0,2024-01-18,2024-02-17 00:00:00,4000.0,2024-01-18,Converted,
Q5505,C5505,BY,4000,7,2024-02-26,2024-03-27 00:00:00,3719.9999999999995,2024-02-26,Approved,
Q5506,C5506,BM,400,10,2024-02-16,2024-03-17 00:00:00,360.0,2024-02-16,Draft,
Q5507,C5507,BM,400,10,2024-02-28,2024-03-29 00:00:00,360.0,2024-02-28,Approved,
Q5508,C5508,BY,4000,0,2024-01-29,2024-02-28 00:00:00,4000.0,2024-01-29,Approved,
Q5509,C5509,PY,10000,4,2024-01-16,2024-02-15 00:00:00,9600.0,2024-01-16,Approved,
Q5510,C5510,PM,1000,12,2024-02-15,2024-03-16 00:00:00,880.0,2024-02-15,Draft,
Q5511,C5511,PY,10000,12,2024-02-09,2024-03-10 00:00:00,8800.0,2024-02-09,Converted,
Q5512,C5512,PM,1000,7,2024-01-08,2024-02-07 00:00:00,929.9999999999999,2024-01-08,Draft,
Q5513,C5513,PY,10000,13,2024-02-03,2024-03-04 00:00:00,8700.0,2024-02-03,Draft,
Q5514,C5514,BM,400,6,2024-01-06,2024-02-05 00:00:00,376.0,2024-01-06,Amended,2024-07-08 00:00:00
Q5515,C5515,BY,4000,6,2024-02-14,2024-03-15 00:00:00,3760.0,2024-02-14,Rejected,
Q5516,C5516,BY,4000,10,2024-02-14,2024-03-15 00:00:00,3600.0,2024-02-14,Approved,
Q5517,C5517,BM,400,7,2024-02-22,2024-03-23 00:00:00,372.0,2024-02-22,Approved,
Q5518,C5518,PM,1000,10,2024-01-30,2024-02-29 00:00:00,900.0,2024-01-30,Draft,
Q5519,C5519,PM,1000,2,2024-02-13,2024-03-14 00:00:00,980.0,2024-02-13,Converted,
Q5520,C5520,PM,1000,4,2024-02-03,2024-03-04 00:00:00,960.0,2024-02-03,Rejected,
Q5521,C5521,BM,400,1,2024-01-21,2024-02-20 00:00:00,396.0,2024-01-21,Rejected,
Q5522,C5522,PM,1000,4,2024-02-21,2024-03-22 00:00:00,960.0,2024-02-21,Draft,
Q5523,C5523,BM,400,10,2024-02-26,,360.0,2024-02-26,Converted,
Q5524,C5524,PY,10000,4,2024-01-12,2024-02-11 00:00:00,9600.0,2024-01-12,Approved,
Q5525,C5525,PY,10000,1,2024-02-18,2024-03-19 00:00:00,9900.0,2024-02-18,Converted,
Q5526,C5526,BM,400,9,2024-01-06,2024-02-05 00:00:00,364.0,2024-01-06,Converted,
Q5527,C5527,BY,4000,10,2024-02-08,2024-03-09 00:00:00,3600.0,2024-02-08,Approved,
Q5528,C5528,PY,10000,15,2024-02-29,,8500.0,2024-02-29,Converted,
Q5529,C5529,PM,1000,11,2024-01-06,2024-02-05 00:00:00,890.0,2024-01-06,Approved,
Q5530,C5530,BM,400,5,2024-02-22,2024-03-23 00:00:00,380.0,2024-02-22,Approved,
Q5531,C5531,PM,1000,25,2024-02-29,,750.0,2024-02-29,Converted,
Q5532,C5532,PM,1000,7,2024-01-04,2024-02-03 00:00:00,929.9999999999999,2024-01-04,Draft,
Q5533,C5533,BY,4000,10,2024-02-22,2024-03-23 00:00:00,3600.0,2024-02-22,Converted,
Q5534,C5534,PM,1000,0,2024-01-09,2024-02-08 00:00:00,1000.0,2024-01-09,Approved,
Q5535,C5535,BY,4000,2,2024-01-05,2024-02-04 00:00:00,3920.0,2024-01-05,Converted,
Q5536,C5536,PY,10000,14,2024-01-10,2024-02-09 00:00:00,8600.0,2024-01-10,Converted,
Q5537,C5537,BM,400,10,2024-02-16,2024-03-17 00:00:00,360.0,2024-02-16,Rejected,
Q5538,C5538,PM,1000,0,2024-01-08,2024-02-07 00:00:00,1000.0,2024-01-08,Draft,
Q5539,C5539,BM,400,10,2024-01-23,2024-02-22 00:00:00,360.0,2024-01-23,Converted,
Q5540,C5540,PM,1000,1,2024-01-04,2024-02-03 00:00:00,990.0,2024-01-04,Draft,
Q5541,C5541,BM,400,6,2024-02-27,2024-03-28 00:00:00,376.0,2024-02-27,Draft,
Q5542,C5542,PM,1000,6,2024-02-06,2024-03-07 00:00:00,940.0,2024-02-06,Approved,
Q5543,C5543,PM,1000,12,2024-01-07,2024-02-06 00:00:00,880.0,2024-01-07,Amended,2024-06-08 00:00:00
